ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
1888,31,24150.585862843825,0.16715207902838317,1,445,5525,1460,6540
1889,25,30911.8225368542,0.056199889694685916,1,1178,5259,1843,5924
1890,31,32977.92790139564,0.09908857930499755,0,9,0,0,-9
1891,62,21442.16938596547,0.018194047126035624,1,440,19606,1981,21147
1892,60,79906.67403889778,0.16417711086763337,1,308,57658,1518,58868
1893,29,54801.78351024926,0.132405471070805,1,2,26829,1691,28518
1894,38,21115.078646531398,0.041406446293416034,0,21,0,0,-21
1895,28,23255.342702327012,0.3112021935278214,0,27,0,0,-27
1896,25,22280.590489457136,0.033027305880305086,1,1052,5281,1663,5892
1897,35,58229.56921519554,0.0905393799210451,0,20,0,0,-20
1898,45,25865.241226447026,0.02891942146441516,1,587,6338,2166,7917
1899,74,22859.51089841023,0.06290888285043438,1,418,9057,1656,10295
1900,50,22578.36792330926,0.2714427221513825,0,15,0,0,-15
1901,54,34771.59211138283,0.2593558646944062,0,281,0,0,-281
1902,25,25478.718463631863,0.22397327551805085,0,161,0,0,-161
1903,65,48456.253925822195,0.061727130299725284,1,6,9766,1827,11587
1904,32,25605.697483522712,0.052148684562285254,1,633,10812,2297,12476
1905,26,29253.451070925734,0.039297711428337316,0,5,0,0,-5
1906,62,56528.41384243493,0.029315811131544287,1,662,9739,1369,10446
1907,18,21645.597180628316,0.08245760340418605,1,96,11665,1495,13064
1908,41,22000.80705902035,0.06903724007808208,1,476,5914,1550,6988
1909,22,20991.669337833788,0.008764512513732425,0,40,0,0,-40
1910,18,43819.36803307717,0.17858638650600267,1,589,21432,1540,22383
1911,32,20013.117683805158,0.08120108754637657,1,203,7583,3364,10744
1912,30,27583.45798280511,0.19093599284637788,0,18,0,0,-18
1913,18,47827.25716388907,0.21443174018273733,1,212,6446,1853,8087
1914,65,70542.20920142793,0.1283128688676608,1,1001,7369,1515,7883
1915,32,23208.491521968594,0.04448340439001721,1,133,12498,1962,14327
1916,37,44392.53076528853,0.19564349037464238,0,34,0,0,-34
1917,45,31238.074751416774,0.027780685223902476,1,454,5638,2128,7312
1918,56,35389.72528633705,0.2820707819638367,1,201,10304,1797,11900
1919,35,25392.599425161796,0.059194146895910585,1,2173,8292,2209,8328
1920,49,29700.840160877902,0.04300693704794628,0,18,0,0,-18
1921,18,40318.05985506261,0.1293355633285606,1,958,6926,1366,7334
1922,29,25970.489071355132,0.01364073723100532,1,567,5357,1391,6181
1923,73,20342.092217916303,0.03852020057814845,1,413,5892,3234,8713
1924,44,25803.869068857108,0.5541806750964752,1,2470,5471,2080,5081
1925,23,52699.2575303591,0.14764918863913135,1,22,11294,4786,16058
1926,47,37326.935412178274,0.03096262772896805,1,97,6512,1884,8299
1927,45,59288.829049817694,0.14586858242916587,0,34,0,0,-34
1928,34,31093.979437547663,0.05608056977449853,1,89,5629,1599,7139
1929,43,30170.24639743819,0.06607546187683419,1,1139,7547,1784,8192
1930,57,28008.31071333429,0.19083546628193745,1,1159,5315,1522,5678
1931,43,27806.521579640863,0.15893521690546342,0,126,0,0,-126
1932,38,25495.519624063738,0.17238263940966012,1,343,5656,1640,6953
1933,71,23016.773503029952,0.02364311338280148,1,1486,7026,8435,13975
1934,61,23082.86654855402,0.12140466060708792,0,315,0,0,-315
1935,46,34775.7472649358,0.11526905813267023,0,85,0,0,-85
1936,63,23416.538755688107,0.004167711758772505,1,417,10259,1406,11248
1937,74,36665.325700761336,0.12828108885630843,0,17,0,0,-17
1938,37,35134.38835815261,0.18186702790263484,1,928,23226,1822,24120
1939,31,26581.197862421803,0.039927742847668306,1,139,6072,1677,7610
1940,20,38067.284360208796,0.06541562111679511,1,473,7134,2118,8779
1941,72,36963.44586819923,0.09805283735678005,0,95,0,0,-95
1942,19,25923.388700184343,0.06410437063845538,1,1386,12680,1594,12888
1943,19,20250.991093781795,0.2534173929001384,1,708,6255,1488,7035
1944,64,20605.047897612792,0.0998321423482086,1,127,6358,2950,9181
1945,32,27233.92881987714,0.16347269295904807,1,1291,5519,1505,5733
1946,22,22390.37006976371,0.019425882692855476,1,79,14112,2500,16533
1947,27,22831.550046068933,0.0572863882802002,0,20,0,0,-20
1948,20,20594.346114538293,0.1522515344411285,1,286,8338,1861,9913
1949,45,35618.38263262759,0.19118067359873434,1,317,9385,1383,10451
1950,25,42002.68177727913,0.11640424533594831,1,483,5570,3524,8611
1951,56,32696.01602793637,0.07344567277059377,1,422,6527,1971,8076
1952,66,22535.58692522068,0.5612200653339704,0,14,0,0,-14
1953,34,27638.426663782473,0.2223626594905653,0,56,0,0,-56
1954,56,27116.687122181556,0.02398456951808001,1,129,5361,1361,6593
1955,29,21229.30891589444,0.025148338736257325,1,302,42577,1337,43612
1956,63,27273.065448269077,0.01739216476731108,1,773,13588,2391,15206
1957,35,65823.85128268972,0.018036376799575565,1,114,11972,1457,13315
1958,27,25850.282779356236,0.236476072253119,1,266,6801,1797,8332
1959,38,36574.12196799942,0.1460977440510138,0,90,0,0,-90
1960,46,23273.320891041207,0.02923572231583282,0,13,0,0,-13
1961,28,34551.34740100597,0.09356906517248309,1,836,6635,2949,8748
1962,26,22508.455432361734,0.19093130068377367,1,934,5586,1923,6575
1963,33,49418.87695467078,0.08561433989259783,0,82,0,0,-82
1964,40,34614.956634616996,0.07188906034926758,1,9,6072,1888,7951
1965,26,23215.719283793944,0.14802318074382076,1,255,7063,1620,8428
1966,38,44448.38275343752,0.35725004477911615,0,91,0,0,-91
1967,34,47843.26727990246,0.20802849261859407,1,912,7567,1554,8209
1968,62,29702.007220856478,0.16729833009698955,1,93,13301,2334,15542
1969,20,20269.08880937795,0.11627661292424414,1,2987,5308,1695,4016
1970,33,20339.40610494344,0.11590511897165993,1,352,5987,1668,7303
1971,23,82012.77159520528,0.16398940815429983,0,21,0,0,-21
1972,19,21622.79141615688,0.29732832757685507,1,1343,6118,1350,6125
1973,73,27996.05444690463,0.2692205762906257,1,883,5288,1352,5757
1974,31,21069.565347821685,0.10664082635477325,1,175,8309,1435,9569
1975,25,35732.125140554424,0.03689650775550858,0,190,0,0,-190
1976,60,93083.7072660815,0.07021516587681345,0,37,0,0,-37
1977,18,28151.729526103452,0.0906612904602109,1,95,12688,1433,14026
1978,50,21993.179104172774,0.0014304117316446942,1,274,13422,2050,15198
1979,42,52368.392510548176,0.017869921869895885,1,144,10050,1395,11301
1980,21,28594.872324835032,0.04696840454040572,0,66,0,0,-66
1981,22,28914.27064647825,0.15314185027589258,0,32,0,0,-32
1982,59,21662.17193818638,0.07503253254582883,1,288,10754,1716,12182
1983,47,97670.93296060782,0.1018097511418627,0,26,0,0,-26
1984,62,33168.86327101804,0.12595845762654173,1,277,5310,1761,6794
1985,32,23418.421438618978,0.055825926392226985,1,1590,5480,1384,5274
1986,53,24357.939964842968,0.3302801133428365,0,103,0,0,-103
1987,22,25244.402695250446,0.14960155487202365,0,5,0,0,-5
1988,51,20236.23667402223,0.05633720857858667,1,314,6083,1487,7256
1989,63,25328.616292203773,0.08564931649535946,1,632,6427,1351,7146
1990,66,20301.484785990502,0.19355808995003554,1,463,10423,1454,11414
1991,31,21962.960056541473,0.5071659772495131,0,71,0,0,-71
1992,66,24076.004406365428,0.1603207708614696,1,144,79943,1735,81534
1993,69,36902.559396721714,0.1885792786304068,1,299,6095,1832,7628
1994,20,20192.108121285262,0.17880743423694018,0,22,0,0,-22
1995,61,57224.14911092467,0.11494470759498158,1,521,5792,1354,6625
1996,21,29150.066508733446,0.18925142493334512,0,40,0,0,-40
1997,58,46564.252098858095,0.07059541623047447,1,70,8813,1468,10211
1998,18,57190.16525654921,0.060868091086393745,1,610,8685,1360,9435
1999,46,28597.754127287495,0.17019340629607874,0,43,0,0,-43
2000,30,20975.30554646148,0.2346574450737007,1,1014,17029,1506,17521
2001,31,21612.177446296264,0.02335990967297399,0,81,0,0,-81
2002,69,37635.98433335155,0.000601213796243128,1,68,7649,1692,9273
2003,27,27054.411600671418,0.17543632942032303,0,0,0,0,0
2004,64,47673.732107065014,0.10313118738224818,0,2,0,0,-2
2005,74,39375.476484015715,0.12103998645198631,0,111,0,0,-111
2006,31,50587.303013448094,0.02388404999883537,1,393,6343,2388,8338
2007,28,20403.126598904175,0.1512483524827051,1,410,20543,1413,21546
2008,71,28307.648310209934,0.20052392511300354,1,323,7751,1504,8932
2009,28,26461.625023185654,0.03480445492894856,0,121,0,0,-121
2010,18,22885.158220933517,0.01840364703207028,1,30,5783,1572,7325
2011,21,134115.44835982344,0.16778169758226114,1,508,6413,1367,7272
2012,57,21043.08553351508,0.0030379161801552938,0,15,0,0,-15
2013,67,37959.71200999995,0.15144948405572067,1,39,10151,2230,12342
2014,38,107621.52760386729,0.3426782287509351,1,276,7982,5964,13670
2015,55,20321.658656195934,0.07065463123760089,0,23,0,0,-23
2016,44,21268.96499875751,0.03411066846248185,1,1385,12712,1761,13088
2017,33,41967.8417269556,0.10579346556480203,1,682,6605,1934,7857
2018,24,48813.38200532402,0.04580193627891511,1,863,43362,1357,43856
2019,37,20552.12912210635,0.3098396708740532,1,346,12880,1918,14452
2020,65,24772.842688728488,0.1076215012772418,1,1175,8392,1858,9075
2021,58,25258.30163950326,0.022174422211730733,1,597,8625,1668,9696
2022,28,23457.803671991005,0.0026198188515674076,1,249,7074,1705,8530
2023,25,44150.5966285865,0.16846873761236036,1,311,6065,1350,7104
2024,22,25050.460915548945,0.15413335901494057,1,781,5728,2173,7120
2025,75,23165.076060665117,0.03396705312325506,1,505,7112,4993,11600
2026,24,20879.94246308384,0.21378301722597595,0,12,0,0,-12
2027,44,25461.80013041795,0.11668946225231322,1,572,9491,2980,11899
2028,19,20579.37791884221,0.07838426211590367,1,1084,7387,1568,7871
2029,31,69463.35282222569,0.02387427224343941,1,783,7706,1361,8284
2030,32,20226.348574710963,0.09487364383919088,0,18,0,0,-18
2031,35,52608.00658706811,0.0634372401748144,1,113,7038,2559,9484
2032,27,28508.435376425903,0.41419977320434864,0,6,0,0,-6
2033,47,27780.216319796273,0.05451165639671436,1,1352,6037,2086,6771
2034,50,24169.63400309935,0.194036589036636,0,113,0,0,-113
2035,46,39674.889953890124,0.41231747326280566,1,865,8623,1444,9202
2036,20,29282.46054996713,0.07114748487559085,1,239,33828,1414,35003
2037,18,28230.265490155725,0.11795832362320767,1,239,10820,1805,12386
2038,29,32172.06175867062,0.00046223488048934507,1,833,6547,2743,8457
2039,25,40845.70460322631,0.3265501167802224,0,11,0,0,-11
2040,67,20539.787827826265,0.20056098205400053,1,125,5931,1953,7759
2041,74,21023.64268137341,0.10501282832675024,1,1060,6419,1496,6855
2042,22,20302.894508210324,0.00250463584232297,1,766,5269,1515,6018
2043,31,21511.669512472596,0.17921456900911428,1,964,6476,1447,6959
2044,61,83438.72804122444,0.02865465535750225,1,775,7007,1442,7674
2045,19,23190.8806989328,0.20689359658384993,0,25,0,0,-25
2046,57,25782.736806568435,0.017386446339508012,1,1147,14406,1927,15186
2047,34,33447.15019173264,0.1090259999779693,1,457,7429,3536,10508
2048,19,26482.746395414342,0.005229855780649639,1,1174,7584,1829,8239
2049,43,24112.53927497874,0.06310545661467816,1,633,10267,1783,11417
2050,52,20052.845457981093,0.029649799585242397,0,36,0,0,-36
2051,58,30452.608286435094,0.1700056127350933,1,449,5314,1435,6300
2052,65,22637.89034109242,0.0246545653513223,1,625,7340,1340,8055
2053,36,79295.26824801507,0.03477597758461422,1,330,5928,2714,8312
2054,58,21598.759435867236,0.020902949446037128,1,402,5324,1417,6339
2055,39,28121.747411014705,0.013482487146037565,1,2013,6534,1456,5977
2056,35,23985.72341569389,0.16072132808680947,1,296,5658,1713,7075
2057,28,22634.45286449857,0.08563953268348452,1,725,8523,1680,9478
2058,32,26145.38555685896,0.03973258982353735,0,64,0,0,-64
2059,28,80935.20768832968,0.06657725974937807,1,112,12737,1336,13961
2060,73,41162.35641335738,0.008751389215877417,1,310,6135,2716,8541
2061,56,26870.670525372836,0.06815010906989949,1,273,5816,1353,6896
2062,25,20294.349871827195,0.3230353596440116,1,547,7331,4980,11764
2063,51,25185.264910046968,0.004948950694612218,1,584,8376,1525,9317
2064,55,29735.53117139837,0.015888972087983323,0,97,0,0,-97
2065,53,21870.155886167548,0.052737251996582704,1,187,6272,1824,7909
2066,18,26193.422499414013,0.10934928288046351,1,596,5780,1475,6659
2067,59,41188.825821243765,0.04224275047507519,1,701,5805,1628,6732
2068,46,25259.05148077296,0.1688109151453594,0,68,0,0,-68
2069,32,27717.02251596591,0.43139244011795297,0,2,0,0,-2
2070,62,20822.025214627152,0.17079353818248477,0,56,0,0,-56
2071,41,30254.175109881213,0.2980970821755779,1,102,11407,1872,13177
2072,67,20668.32231024895,0.000679927565866389,1,2911,7442,1741,6272
2073,22,20702.56971126779,0.007434397971428443,1,285,6666,1464,7845
2074,25,25530.33325758952,0.03484264764838277,0,41,0,0,-41
2075,28,20330.183398404486,0.09929884660725957,0,3,0,0,-3
2076,59,25146.245171123253,0.0436362964860603,0,45,0,0,-45
2077,43,20008.556102131122,0.12539780419660548,1,120,14286,2087,16253
2078,30,22560.185391717594,0.22004227090619344,1,99,8688,2492,11081
2079,23,20708.09542635963,0.08763145164034633,1,23,7418,1570,8965
2080,45,60337.850096584654,0.0342161679123725,1,197,9753,1393,10949
2081,69,20362.196402362748,0.062222432842994065,1,625,5979,1970,7324
2082,28,23435.742403494278,0.14976841520508083,1,510,6087,1334,6911
2083,44,22827.64681878904,0.07214647986371783,1,456,7711,1953,9208
2084,50,64255.15140241663,0.1460229637815514,1,605,6104,1830,7329
2085,51,24417.37215154252,0.28950925102170966,0,47,0,0,-47
2086,43,20562.73144670257,0.24945497304654177,1,243,11137,1830,12724
2087,20,75201.29428905582,0.03476154403488158,1,732,20878,2191,22337
2088,60,38625.42481201159,0.010987413331626922,1,212,6518,1339,7645
2089,21,22717.752983328184,0.03376785146382179,0,101,0,0,-101
2090,24,29549.642508076744,0.0016705363374079436,1,650,7395,2145,8890
2091,58,26653.99078233695,0.3016095794644449,1,22,5737,1609,7324
2092,33,46121.34639906408,0.24606749487712307,1,1358,6831,2892,8365
2093,32,25457.24279892789,0.04405890210878478,1,610,5939,3312,8641
2094,26,24490.697607091683,0.038834237199297045,0,80,0,0,-80
2095,36,21190.106494144795,0.03333938193745014,1,1203,10071,1938,10806
2096,57,21733.750513034065,0.106048982262919,1,286,11033,2427,13174
2097,22,22191.947367131244,0.042783604424847306,1,459,6423,1852,7816
2098,28,21039.710169369122,0.2924564654806569,0,136,0,0,-136
2099,39,26191.639232245194,0.03257419628690193,1,190,7451,3076,10337
2100,36,48750.63626078315,0.14062015803591696,1,709,5724,1504,6519
2101,62,47601.667211576816,0.07605924501708328,1,144,8237,1918,10011
2102,29,22501.537220835853,0.01030861994894684,1,402,5430,1391,6419
2103,38,20703.652876501787,0.3285722939939629,0,16,0,0,-16
2104,56,25521.588553637313,0.01722152918060145,1,33,5382,1838,7187
2105,51,20228.555432804413,0.1345458357262084,1,159,9124,1355,10320
2106,47,26199.52898361165,0.08005325604507901,1,342,7608,1448,8714
2107,26,34499.969202314554,0.533276503207511,0,53,0,0,-53
2108,20,20032.04355909692,0.007018192408626537,1,828,6360,1542,7074
2109,39,23014.12014557358,0.23029566203158414,1,1056,44780,1473,45197
2110,39,64529.33245184461,0.0322289132965951,0,5,0,0,-5
2111,36,26066.600222657165,0.053932864800563335,1,220,10097,1337,11214
2112,25,39680.641998170446,0.06952776829257931,1,50,22060,1658,23668
2113,23,25822.94749412293,0.15365498139668687,0,74,0,0,-74
2114,41,24136.840457177732,0.30632221800434056,0,18,0,0,-18
2115,68,21327.522007684405,0.022427347701221415,1,310,5780,1765,7235
2116,27,24262.859037265567,0.028056858893645724,1,1217,5547,1770,6100
2117,27,22298.75142029201,0.008106645865105523,0,69,0,0,-69
2118,45,21548.08341365716,0.34588741676499263,1,539,32700,1635,33796
2119,47,23203.67742919571,0.04031532666626436,1,314,5486,1390,6562
2120,39,24073.783901039413,0.008485073698906533,1,123,5934,5056,10867
2121,23,30461.26057812557,0.0395853384430688,1,62,6492,1524,7954
2122,45,21004.94264640221,0.03586111480898681,0,63,0,0,-63
2123,47,24402.72355525419,0.02635307772040235,1,444,8839,1699,10094
2124,21,29306.085540470944,0.169678498891707,1,184,7782,3658,11256
2125,20,36835.73502269437,0.1468186856525024,0,31,0,0,-31
2126,43,33413.87690588831,0.1525432260941917,0,146,0,0,-146
2127,25,39186.84160985718,0.0163009150074219,1,899,9076,2382,10559
2128,49,26914.859277726326,0.02685928447935607,1,212,7575,1390,8753
2129,55,23483.129773035154,0.014715500987004625,1,1134,18929,1552,19347
2130,25,20492.409030887426,0.11554767746078466,0,28,0,0,-28
2131,20,22989.903824098983,0.020381968702086608,1,266,7714,1877,9325
2132,50,37799.746088499436,0.0533826167767306,1,827,14790,2991,16954
2133,71,60762.033385161936,0.0014964700428322436,1,789,7482,1716,8409
2134,19,29215.567842615816,0.14328067030293437,1,894,6139,1537,6782
2135,46,103590.18661430932,0.012896798805611778,1,928,6972,1656,7700
2136,53,21726.85548418437,0.05290401417839281,1,1158,5524,2649,7015
2137,22,21312.73646001382,0.009108892424143285,1,337,6873,1834,8370
2138,71,22362.198608538856,0.04978312807477482,0,103,0,0,-103
2139,42,24424.61841227313,0.22324237917532427,1,257,12601,1466,13810
2140,49,24464.843162274632,0.34130473207122003,0,73,0,0,-73
2141,50,20317.93146823947,0.0820956822252542,1,121,8625,2513,11017
2142,66,28041.76217762751,0.12822349824303056,0,38,0,0,-38
2143,24,20646.937157486605,0.1215134020856374,1,340,13710,2597,15967
2144,57,32966.4555956663,0.005142683646096537,1,54,58748,1958,60652
2145,50,35231.897483607856,0.1949103226971992,1,530,5994,4160,9624
2146,43,20574.856131089306,0.172309234730832,1,227,6538,2788,9099
2147,19,40604.90221425771,0.06275234223509454,1,270,9517,2852,12099
2148,23,26425.36181487736,0.030124465942622945,1,779,5983,1365,6569
2149,31,29900.183575390904,0.1489810832939554,1,73,5937,2309,8173
2150,55,22495.82647671117,0.02996443804981521,1,660,8449,1463,9252
2151,32,23350.17777881292,0.04506676873923851,1,624,6200,1421,6997
2152,62,22487.045058843505,0.12192287574611119,1,3008,5470,1376,3838
2153,45,189303.03106040452,0.2825426794072745,1,171,8255,1378,9462
2154,28,35310.51434880971,0.27360614135724465,1,84,23526,1411,24853
2155,35,27779.801353318424,0.02509548410824315,1,1810,5874,1404,5468
2156,70,21779.474158094985,0.16589408360860539,1,152,8626,1367,9841
2157,19,32032.10639457101,0.0353580661558185,1,818,5798,1903,6883
2158,28,21636.919037230786,0.029687036314720486,1,261,6074,1958,7771
2159,28,36328.893759833176,0.10972764389378038,1,579,15767,1359,16547
2160,25,37120.98044112312,0.06300788499096109,0,38,0,0,-38
2161,27,30082.80168185116,0.11511675855755198,1,139,6132,1885,7878
2162,64,50403.84990622729,0.3659096665938018,0,165,0,0,-165
2163,53,30624.403851851268,0.07462000005967773,1,2426,7621,1882,7077
2164,45,37765.512363700705,0.06522907258816903,1,425,8181,1364,9120
2165,60,31047.98486816795,0.021998114286626375,1,600,7223,1950,8573
2166,31,42160.15034289145,0.14428615878459358,0,80,0,0,-80
2167,28,28303.171905788746,0.35593499041527676,1,41,5769,1418,7146
2168,44,26752.272019375854,0.4984950034269357,0,97,0,0,-97
2169,22,24081.25705660543,0.07367964129927881,0,44,0,0,-44
2170,27,32677.367219082316,0.00530673687257189,1,131,9180,1406,10455
2171,30,28298.588453029948,0.018783212016161472,1,190,32236,1912,33958
2172,21,28433.696822906677,0.024460459269084824,1,1607,14710,1861,14964
2173,47,20255.256272135124,0.015026242355293876,1,2059,6530,1609,6080
2174,58,22082.3500312306,0.06978574941354575,1,182,6816,1550,8184
2175,36,22362.499461286774,0.06614114687810733,1,942,7581,1541,8180
2176,28,26136.899354461977,0.08847340255818396,1,227,5411,2025,7209
2177,21,56395.83408261653,0.023001600539627055,1,185,20992,2381,23188
2178,69,20899.220789017043,0.12719678434398488,0,14,0,0,-14
2179,55,22887.42211957986,0.03003814910489555,1,1050,6105,2492,7547
2180,46,23712.688402191958,0.053942615982077134,1,440,6273,2846,8679
2181,21,31260.05751072978,0.20465415448352128,1,1219,5386,1620,5787
2182,18,20683.558365678917,0.24276029067318083,0,66,0,0,-66
2183,35,32557.29248540623,0.073888675786639,1,1591,5498,2449,6356
2184,54,21983.7463268875,0.02272684250013349,1,88,6482,1454,7848
2185,34,30468.74562379836,0.10430271123840813,1,74,8975,2023,10924
2186,75,31850.95435025868,0.1686115378751738,1,1293,5358,1770,5835
2187,45,36771.587565392074,0.4716169878220875,0,43,0,0,-43
2188,23,23029.103580717077,0.061664192075480455,1,213,10052,1552,11391
2189,55,21174.205409321894,0.23489529915716426,1,1536,10819,1446,10729
2190,62,33307.043678555485,0.07581713713657555,1,644,6442,2191,7989
2191,19,21684.78552691012,0.2189694209914782,1,257,8829,1790,10362
2192,50,26575.47167186411,0.26089185361443623,0,130,0,0,-130
2193,37,40171.47733837951,0.00880471335481707,1,367,9578,2190,11401
2194,26,21618.99953997815,0.16821399766334422,1,465,9179,7961,16675
2195,73,30640.891029349135,0.07984991927813372,1,375,12515,1873,14013
2196,18,22381.015951609777,0.11079259519112944,0,15,0,0,-15
2197,68,20150.764988232495,0.16561633247686922,1,146,9785,1370,11009
2198,57,23197.82945953565,0.3247476918165778,0,113,0,0,-113
2199,50,20032.485333462355,0.25517641698300164,0,65,0,0,-65
2200,57,36197.442019958646,0.005859298241857603,1,162,5599,2538,7975
2201,57,21730.741448230103,0.029610899060296153,1,531,6031,1639,7139
2202,32,21679.2736330287,0.15259733983360946,1,445,6230,1475,7260
2203,65,26950.38628756463,0.15939330268910595,1,308,6984,2524,9200
2204,24,27901.607876188835,0.24515596242952883,1,47,21853,3806,25612
2205,52,21624.443328763482,0.010755939939040605,1,230,5956,1695,7421
2206,40,27296.92808500757,0.17172281605903594,0,71,0,0,-71
2207,43,30899.04735636893,0.06275103261360165,1,397,7336,2461,9400
2208,51,37184.92295373944,0.27932840447823165,1,1251,10582,1885,11216
2209,31,26826.74706721974,0.04185429607774044,1,830,6401,2347,7918
2210,24,28027.49474695674,0.17518046324051062,1,506,29994,1345,30833
2211,35,28301.71790055995,0.11389668056118098,1,778,15481,1376,16079
2212,25,44390.39011081036,0.13085017916015934,1,408,7144,1371,8107
2213,25,24948.042979769736,0.20727952177035408,1,1090,8282,2151,9343
2214,22,59594.2810975141,0.050194768100866295,0,63,0,0,-63
2215,38,21354.933276444644,0.1870489428452793,0,18,0,0,-18
2216,36,26451.79209691358,0.06825827127242544,0,49,0,0,-49
2217,29,26331.461895019256,0.03196795951032799,1,755,5781,2703,7729
2218,55,61856.744210520024,0.027011434799418428,0,113,0,0,-113
2219,42,29458.44523603208,0.05324010439266863,1,225,5645,1444,6864
2220,74,55342.210504107585,0.017796789999952378,1,456,64888,3212,67644
2221,50,27313.73646658536,0.006230572234583483,0,68,0,0,-68
2222,57,24189.306286027357,0.005004582275099517,1,318,5303,1922,6907
2223,61,21757.047743249954,0.1968420270964064,0,22,0,0,-22
2224,73,23375.04744352719,0.09000700248153103,1,423,7877,1478,8932
2225,43,34904.521988861816,0.15688237362039884,0,76,0,0,-76
2226,50,22302.875611873693,0.2838983137904143,0,22,0,0,-22
2227,41,25582.344462171888,0.04632345723812817,0,106,0,0,-106
2228,35,23380.11140132434,0.22553953542750593,0,70,0,0,-70
2229,18,58358.30711861442,0.11024927129986004,1,326,6885,1557,8116
2230,24,99605.13377595718,0.05713885639234464,1,59,5675,1376,6992
2231,32,23068.949900400043,0.09183519448033646,1,166,6092,2275,8201
2232,18,33354.45451154359,0.0034162412693316668,1,85,5386,1513,6814
2233,18,27650.305639138907,0.01757383374622043,1,470,7405,1907,8842
2234,30,25813.71381025003,0.029605008294583828,1,384,19278,1534,20428
2235,18,22223.034162906682,0.060988243737072685,1,420,5740,1954,7274
2236,21,21425.683481491767,0.01588642823652238,0,153,0,0,-153
2237,62,21807.993387221017,0.12717798883831757,0,42,0,0,-42
2238,26,26840.971034914815,0.27163344948499196,1,15,26978,1366,28329
2239,59,25733.399848639987,0.06510489229991835,1,269,6398,1616,7745
2240,53,25639.35318677281,0.04188346256387625,1,286,7021,1466,8201
2241,69,28659.083157833804,0.26673739080277886,1,588,10547,1686,11645
2242,20,27741.87684782982,0.020957818223829167,1,755,20662,1403,21310
2243,43,27482.984973485098,0.4733460249664347,0,26,0,0,-26
2244,29,54617.09018879276,0.12247686634988982,1,135,5378,2548,7791
2245,25,25695.702844530522,0.12162085646173612,1,812,5275,1338,5801
2246,21,24320.006346276914,0.08064110438896763,0,91,0,0,-91
2247,66,21199.19586179499,0.011285329258104472,1,619,10917,1800,12098
2248,34,31655.57832291929,0.03139864690413075,1,621,8661,1411,9451
2249,67,22118.4443988227,0.05417490608222514,0,96,0,0,-96
2250,39,27795.652849848408,0.08542373365977232,1,591,8834,2282,10525
2251,59,30114.611362847867,0.17734479294697642,0,11,0,0,-11
2252,31,27165.988643211786,0.04256478120668168,1,843,5545,1814,6516
2253,18,25329.189121599095,0.11711051396212659,1,251,16524,1596,17869
2254,19,26248.01296056854,0.11072551892827,1,172,7546,1353,8727
2255,61,21829.678681370002,0.24214571491588327,1,1450,9301,1666,9517
2256,26,38780.231463799704,0.048050808102832236,1,36,6388,1667,8019
2257,53,22630.9605174141,0.06765281842027995,1,190,5842,3636,9288
2258,71,24652.287059249935,0.3197682279281195,0,42,0,0,-42
2259,21,20283.353558659102,0.040236063024175796,1,146,20744,1490,22088
2260,58,99536.82687747937,0.2369167737075739,1,221,5980,2924,8683
2261,65,22699.528764294693,0.013457199827112628,1,497,9046,1519,10068
2262,39,45052.3280305984,0.028852029496218613,0,15,0,0,-15
2263,20,24512.759177113625,0.007325725364379144,1,103,7462,1672,9031
2264,66,38104.854752632455,0.23965853295601705,1,491,5427,1572,6508
2265,62,20621.31878341968,0.07730695907466462,0,86,0,0,-86
2266,39,39483.88741803634,0.0040423006676431105,1,589,16200,1822,17433
2267,29,24502.67241517185,0.07681995991820394,1,223,18737,1418,19932
2268,34,47571.23999446642,0.008714428638190221,1,104,31051,1399,32346
2269,45,24293.191810827506,0.08510028243597964,1,120,10195,1479,11554
2270,41,23134.230579868312,0.1456799230156042,0,10,0,0,-10
2271,21,24926.878396830703,0.042752671420598375,1,456,8478,2775,10797
2272,20,29020.938811489825,0.11348607533644228,0,22,0,0,-22
2273,35,21833.242450216574,0.039297943797831705,1,670,8192,1802,9324
2274,49,31335.81885753123,0.3659314182116328,1,977,6094,2892,8009
2275,52,27165.29871045575,0.025070413341889735,1,1654,6936,1464,6746
2276,41,24159.99132303394,0.11318119398935265,1,167,5910,2266,8009
2277,36,29719.115268740385,0.027239731988469372,0,52,0,0,-52
2278,56,20576.950769327326,0.02950563824894939,1,630,12219,3422,15011
2279,47,31203.613036173097,0.12832496032320595,1,288,5396,1384,6492
2280,19,76133.94562938606,0.005740816544064638,0,9,0,0,-9
2281,65,20708.364580769823,0.031397380131525536,0,44,0,0,-44
2282,19,86147.25548367534,0.18896512345484665,1,918,7697,1868,8647
2283,55,33794.452427763856,0.14870076768791132,1,619,7060,1513,7954
2284,45,25411.48169225961,0.0387157240750655,1,750,10983,1593,11826
2285,39,23666.256711322138,0.11445084357297507,1,287,6042,1760,7515
2286,30,22134.705178380093,0.0658838405020338,0,31,0,0,-31
2287,22,20691.167204701585,0.11232481796194406,1,320,10235,6595,16510
2288,32,21873.569957364885,0.035830868068807316,0,35,0,0,-35
2289,26,21183.618345622905,0.3325917946100004,0,27,0,0,-27
2290,29,22597.396151856898,0.18803662309047817,1,367,8498,1369,9500
