ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
1050,0,0,203,0,-203
1051,1,1,1800,2878,1078
1052,0,0,52,0,-52
1053,1,1,1088,1527,439
1054,0,0,98,0,-98
1055,1,0,96,0,-96
1056,1,1,384,1603,1219
1057,0,0,13,0,-13
1058,1,0,42,0,-42
1059,0,0,53,0,-53
1060,0,0,134,0,-134
1061,0,0,67,0,-67
1062,0,0,13,0,-13
1063,1,1,611,1477,866
1064,1,1,312,1217,905
1065,1,1,162,1288,1126
1066,1,0,30,0,-30
1067,0,0,62,0,-62
1068,1,0,52,0,-52
1069,0,0,168,0,-168
1070,1,0,47,0,-47
1071,1,0,37,0,-37
1072,1,1,2579,1335,-1244
1073,0,0,15,0,-15
1074,1,1,867,1255,388
1075,1,1,243,2000,1757
1076,0,0,5,0,-5
1077,1,1,119,1939,1820
1078,1,0,191,0,-191
1079,1,0,0,0,0
1080,1,1,621,1222,601
1081,0,0,42,0,-42
1082,1,0,3,0,-3
1083,0,0,56,0,-56
1084,1,0,109,0,-109
1085,1,0,59,0,-59
1086,1,0,113,0,-113
1087,1,1,1735,1224,-511
1088,0,0,374,0,-374
1089,1,0,57,0,-57
1090,0,0,24,0,-24
1091,0,0,39,0,-39
1092,1,1,320,1250,930
1093,1,1,1212,1244,32
1094,1,0,156,0,-156
1095,1,0,65,0,-65
1096,0,0,98,0,-98
1097,1,1,64,1431,1367
1098,1,0,34,0,-34
1099,1,1,307,1962,1655
1100,1,1,546,2012,1466
1101,1,1,174,1300,1126
1102,1,0,13,0,-13
1103,1,0,93,0,-93
1104,0,0,1,0,-1
1105,1,0,87,0,-87
1106,1,1,138,1628,1490
1107,0,0,48,0,-48
1108,0,0,2,0,-2
1109,0,0,49,0,-49
1110,1,0,67,0,-67
1111,0,0,216,0,-216
1112,0,0,38,0,-38
1113,1,0,13,0,-13
1114,1,1,242,1207,965
1115,1,1,379,1242,863
1116,1,0,39,0,-39
1117,0,0,12,0,-12
1118,0,0,0,0,0
1119,1,1,996,1497,501
1120,0,0,35,0,-35
1121,0,0,117,0,-117
1122,0,0,64,0,-64
1123,1,0,107,0,-107
1124,0,0,10,0,-10
1125,0,0,65,0,-65
1126,0,0,1,0,-1
1127,0,0,40,0,-40
1128,1,0,30,0,-30
1129,1,0,147,0,-147
1130,1,1,64,1321,1257
1131,1,1,101,1817,1716
1132,0,0,71,0,-71
1133,1,0,54,0,-54
1134,1,0,15,0,-15
1135,1,1,146,1545,1399
1136,1,0,14,0,-14
1137,1,1,466,1312,846
1138,0,0,73,0,-73
1139,0,0,17,0,-17
1140,0,0,37,0,-37
1141,1,0,4,0,-4
1142,0,0,28,0,-28
1143,0,0,28,0,-28
1144,0,0,37,0,-37
1145,1,0,60,0,-60
1146,1,1,1520,1260,-260
1147,1,1,280,2039,1759
1148,0,0,2,0,-2
1149,1,1,245,1612,1367
1150,0,0,3,0,-3
1151,1,1,407,1519,1112
1152,1,1,424,2211,1787
1153,0,0,61,0,-61
1154,0,0,6,0,-6
1155,1,0,54,0,-54
1156,1,1,1065,1238,173
1157,0,0,44,0,-44
1158,1,0,13,0,-13
1159,0,0,23,0,-23
1160,1,1,1424,1551,127
1161,1,1,1350,1616,266
1162,1,1,70,3011,2941
1163,1,0,114,0,-114
1164,1,1,856,1367,511
1165,1,0,0,0,0
1166,1,1,63,2065,2002
1167,0,0,49,0,-49
1168,1,0,48,0,-48
1169,1,0,161,0,-161
1170,0,0,55,0,-55
1171,0,0,72,0,-72
1172,1,1,548,1269,721
1173,1,0,49,0,-49
1174,1,0,17,0,-17
1175,1,1,2425,1580,-845
1176,1,1,474,1390,916
1177,0,0,42,0,-42
1178,0,0,21,0,-21
1179,0,0,7,0,-7
1180,1,1,418,1219,801
1181,1,1,501,1291,790
1182,1,0,22,0,-22
1183,1,1,45,1938,1893
1184,0,0,28,0,-28
1185,0,0,58,0,-58
1186,0,0,26,0,-26
1187,0,0,92,0,-92
1188,1,0,10,0,-10
1189,1,0,1,0,-1
1190,1,1,448,1422,974
1191,0,0,82,0,-82
1192,0,0,29,0,-29
1193,0,0,3,0,-3
1194,1,0,15,0,-15
1195,1,1,204,1464,1260
1196,1,1,430,1232,802
1197,1,0,16,0,-16
1198,1,1,736,1758,1022
1199,0,0,56,0,-56
1200,0,0,31,0,-31
1201,1,1,146,1867,1721
1202,0,0,23,0,-23
1203,0,0,16,0,-16
1204,0,0,2,0,-2
1205,0,0,194,0,-194
1206,1,0,36,0,-36
1207,1,1,447,1869,1422
1208,0,0,3,0,-3
1209,1,0,61,0,-61
1210,0,0,106,0,-106
1211,1,0,138,0,-138
1212,1,1,281,1990,1709
1213,1,0,22,0,-22
1214,0,0,56,0,-56
1215,1,1,937,1385,448
1216,1,0,115,0,-115
1217,1,1,77,1383,1306
1218,1,0,134,0,-134
1219,0,0,6,0,-6
1220,1,1,783,1625,842
1221,0,0,62,0,-62
1222,1,0,13,0,-13
1223,1,0,271,0,-271
1224,1,0,91,0,-91
1225,1,0,69,0,-69
1226,1,0,20,0,-20
1227,0,0,78,0,-78
1228,0,0,33,0,-33
1229,0,0,28,0,-28
1230,1,0,65,0,-65
1231,1,1,467,1409,942
1232,0,0,48,0,-48
1233,0,0,60,0,-60
1234,1,0,7,0,-7
1235,0,0,22,0,-22
1236,1,1,364,1337,973
1237,1,0,25,0,-25
1238,0,0,29,0,-29
1239,1,0,42,0,-42
1240,0,0,12,0,-12
1241,1,0,47,0,-47
1242,1,1,182,1694,1512
1243,0,0,45,0,-45
1244,1,0,52,0,-52
1245,0,0,169,0,-169
1246,1,1,1276,2769,1493
1247,0,0,41,0,-41
1248,1,0,40,0,-40
1249,1,0,7,0,-7
1250,1,0,16,0,-16
1251,0,0,18,0,-18
1252,1,1,84,2289,2205
1253,0,0,4,0,-4
1254,1,0,33,0,-33
1255,0,0,69,0,-69
1256,1,1,130,1259,1129
1257,1,1,922,1608,686
1258,0,0,27,0,-27
1259,1,1,646,1523,877
1260,1,0,44,0,-44
1261,0,0,118,0,-118
1262,1,0,109,0,-109
1263,1,1,43,1525,1482
1264,1,0,171,0,-171
1265,1,0,28,0,-28
1266,0,0,30,0,-30
1267,1,1,566,2416,1850
1268,1,1,178,1703,1525
1269,1,0,170,0,-170
1270,0,0,7,0,-7
1271,1,0,51,0,-51
1272,1,0,341,0,-341
1273,0,0,6,0,-6
1274,1,0,67,0,-67
1275,1,0,78,0,-78
1276,1,1,276,1421,1145
1277,1,1,352,1749,1397
1278,1,1,715,1332,617
1279,1,0,79,0,-79
1280,1,0,98,0,-98
1281,0,0,39,0,-39
1282,0,0,1,0,-1
1283,1,1,733,1224,491
1284,1,0,10,0,-10
1285,1,0,0,0,0
1286,1,1,245,1718,1473
1287,1,1,1711,1250,-461
1288,1,1,994,1269,275
1289,1,1,860,1655,795
1290,0,0,1,0,-1
1291,1,0,32,0,-32
1292,1,0,39,0,-39
1293,0,0,29,0,-29
1294,1,1,1712,2305,593
1295,1,0,52,0,-52
1296,1,1,372,2270,1898
1297,1,0,44,0,-44
1298,0,0,6,0,-6
1299,1,1,1822,2456,634
1300,1,0,7,0,-7
1301,1,0,36,0,-36
1302,1,0,56,0,-56
1303,1,1,340,1442,1102
1304,1,0,149,0,-149
1305,0,0,2,0,-2
1306,0,0,30,0,-30
1307,0,0,139,0,-139
1308,1,0,89,0,-89
1309,0,0,59,0,-59
1310,1,0,30,0,-30
1311,1,1,932,1275,343
1312,1,0,49,0,-49
1313,1,1,78,2166,2088
1314,1,0,27,0,-27
1315,1,1,138,1633,1495
1316,1,0,115,0,-115
1317,1,0,70,0,-70
1318,1,1,916,1233,317
1319,1,0,21,0,-21
1320,0,0,98,0,-98
1321,1,0,74,0,-74
1322,1,0,96,0,-96
1323,1,1,821,1224,403
1324,0,0,41,0,-41
1325,0,0,17,0,-17
1326,1,0,32,0,-32
1327,1,1,541,1515,974
1328,0,0,80,0,-80
1329,1,0,21,0,-21
1330,0,0,112,0,-112
1331,1,0,164,0,-164
1332,1,0,30,0,-30
1333,1,0,36,0,-36
1334,1,0,84,0,-84
1335,0,0,110,0,-110
1336,0,0,16,0,-16
1337,0,0,9,0,-9
1338,1,1,892,1348,456
1339,1,0,3,0,-3
1340,0,0,121,0,-121
1341,1,1,986,3116,2130
1342,0,0,17,0,-17
1343,1,1,585,2046,1461
1344,0,0,60,0,-60
1345,0,0,9,0,-9
1346,0,0,40,0,-40
1347,1,1,1589,1576,-13
1348,1,0,86,0,-86
1349,1,1,574,1347,773
1350,1,1,785,1318,533
1351,0,0,6,0,-6
1352,0,0,65,0,-65
1353,0,0,26,0,-26
1354,1,0,55,0,-55
1355,1,1,4,1955,1951
1356,0,0,2,0,-2
1357,1,1,417,1577,1160
1358,0,0,1,0,-1
1359,1,1,1132,1296,164
1360,1,0,4,0,-4
1361,1,0,16,0,-16
1362,1,1,192,2689,2497
1363,0,0,40,0,-40
1364,1,0,19,0,-19
1365,1,0,107,0,-107
1366,0,0,194,0,-194
1367,1,1,297,1919,1622
1368,0,0,13,0,-13
1369,0,0,25,0,-25
1370,0,0,4,0,-4
1371,1,1,778,1219,441
1372,0,0,24,0,-24
1373,0,0,1,0,-1
1374,0,0,17,0,-17
1375,1,1,122,1844,1722
1376,0,0,83,0,-83
1377,1,1,603,1389,786
1378,1,0,16,0,-16
1379,1,0,25,0,-25
1380,0,0,18,0,-18
1381,1,0,48,0,-48
1382,0,0,67,0,-67
1383,0,0,23,0,-23
1384,1,1,692,1322,630
1385,1,1,654,1230,576
1386,1,1,945,2355,1410
1387,1,0,23,0,-23
1388,0,0,36,0,-36
1389,0,0,2,0,-2
1390,1,0,6,0,-6
1391,0,0,5,0,-5
1392,0,0,3,0,-3
1393,0,0,2,0,-2
1394,1,1,278,1305,1027
1395,0,0,36,0,-36
1396,0,0,146,0,-146
1397,1,1,188,1400,1212
1398,0,0,16,0,-16
1399,0,0,8,0,-8
1400,1,1,229,2230,2001
1401,0,0,17,0,-17
1402,1,0,30,0,-30
1403,1,0,58,0,-58
1404,1,0,4,0,-4
1405,1,0,79,0,-79
1406,1,0,101,0,-101
1407,1,1,50,1740,1690
1408,0,0,9,0,-9
1409,0,0,48,0,-48
1410,1,1,1716,1349,-367
1411,1,0,102,0,-102
1412,0,0,30,0,-30
1413,0,0,7,0,-7
1414,1,1,56,1300,1244
1415,1,1,321,1501,1180
1416,0,0,6,0,-6
1417,1,1,64,3020,2956
1418,0,0,10,0,-10
1419,0,0,33,0,-33
1420,1,0,25,0,-25
1421,1,1,25,1391,1366
1422,0,0,122,0,-122
1423,0,0,101,0,-101
1424,1,0,2,0,-2
1425,1,0,8,0,-8
1426,1,1,1225,1462,237
1427,1,0,0,0,0
1428,1,1,372,1351,979
1429,0,0,8,0,-8
1430,0,0,113,0,-113
1431,0,0,164,0,-164
1432,1,1,93,1337,1244
1433,1,0,20,0,-20
1434,1,1,168,1218,1050
1435,1,0,3,0,-3
1436,0,0,191,0,-191
1437,0,0,5,0,-5
1438,0,0,16,0,-16
1439,1,0,67,0,-67
1440,0,0,19,0,-19
1441,1,1,138,1355,1217
1442,0,0,19,0,-19
1443,0,0,3,0,-3
1444,1,1,157,1411,1254
1445,0,0,19,0,-19
1446,1,1,507,1524,1017
1447,1,1,417,1207,790
1448,1,0,26,0,-26
1449,1,1,49,1321,1272
1450,0,0,28,0,-28
1451,1,0,115,0,-115
1452,1,0,102,0,-102
1453,1,1,400,1430,1030
1454,1,1,266,1536,1270
1455,1,0,95,0,-95
1456,1,0,26,0,-26
1457,1,1,603,1564,961
1458,1,0,19,0,-19
1459,1,0,173,0,-173
1460,0,0,26,0,-26
1461,1,0,72,0,-72
1462,1,1,499,1684,1185
1463,0,0,72,0,-72
1464,0,0,72,0,-72
1465,0,0,11,0,-11
1466,1,1,973,1685,712
1467,1,0,4,0,-4
1468,0,0,127,0,-127
1469,1,0,2,0,-2
1470,0,0,26,0,-26
1471,1,0,247,0,-247
1472,0,0,106,0,-106
1473,1,0,41,0,-41
1474,1,0,197,0,-197
1475,0,0,128,0,-128
1476,0,0,15,0,-15
1477,1,0,86,0,-86
1478,1,1,23,1445,1422
1479,0,0,33,0,-33
1480,0,0,136,0,-136
1481,0,0,6,0,-6
1482,1,0,15,0,-15
1483,1,0,1,0,-1
1484,1,0,9,0,-9
1485,1,0,40,0,-40
1486,1,1,768,1250,482
1487,0,0,34,0,-34
1488,0,0,0,0,0
1489,0,0,57,0,-57
1490,0,0,15,0,-15
1491,1,0,89,0,-89
1492,0,0,43,0,-43
1493,1,0,21,0,-21
1494,1,1,150,1373,1223
1495,0,0,66,0,-66
1496,1,0,100,0,-100
1497,1,1,186,1662,1476
1498,1,1,776,1322,546
1499,1,1,473,1340,867
1500,0,0,89,0,-89
1501,1,1,94,2190,2096
1502,1,0,40,0,-40
1503,0,0,92,0,-92
1504,1,0,14,0,-14
1505,0,0,27,0,-27
1506,1,1,505,1358,853
1507,1,1,59,1507,1448
1508,1,0,9,0,-9
1509,1,0,98,0,-98
1510,0,0,47,0,-47
1511,0,0,14,0,-14
1512,0,0,167,0,-167
1513,1,1,634,1357,723
1514,1,0,7,0,-7
1515,0,0,67,0,-67
1516,0,0,29,0,-29
1517,0,0,10,0,-10
1518,0,0,99,0,-99
1519,1,1,524,1254,730
1520,1,1,241,1365,1124
1521,1,1,758,1286,528
1522,1,0,128,0,-128
1523,1,0,10,0,-10
1524,0,0,162,0,-162
1525,1,1,1543,1316,-227
1526,1,1,763,1228,465
1527,1,1,636,1223,587
1528,1,0,58,0,-58
1529,1,1,925,1206,281
1530,1,0,1,0,-1
1531,0,0,6,0,-6
1532,1,0,59,0,-59
1533,1,1,482,1325,843
1534,0,0,20,0,-20
1535,1,0,4,0,-4
1536,1,0,115,0,-115
1537,1,1,794,1262,468
1538,1,0,26,0,-26
1539,1,0,67,0,-67
1540,1,1,1429,1364,-65
1541,0,0,13,0,-13
1542,1,1,161,2380,2219
1543,1,1,668,1430,762
1544,1,0,33,0,-33
1545,1,1,153,2189,2036
1546,0,0,7,0,-7
1547,1,1,80,2094,2014
1548,0,0,1,0,-1
1549,1,0,12,0,-12
1550,1,1,493,1306,813
1551,0,0,41,0,-41
1552,1,1,669,1269,600
1553,1,0,123,0,-123
1554,1,1,461,2391,1930
1555,1,1,188,1520,1332
1556,1,0,9,0,-9
1557,0,0,13,0,-13
1558,1,0,30,0,-30
1559,1,1,366,1209,843
1560,0,0,3,0,-3
1561,0,0,73,0,-73
1562,1,0,1,0,-1
1563,1,1,328,1399,1071
1564,1,1,239,1366,1127
1565,1,0,59,0,-59
1566,0,0,13,0,-13
1567,1,1,518,1238,720
1568,1,0,62,0,-62
1569,1,0,38,0,-38
1570,1,1,794,1232,438
1571,1,0,21,0,-21
1572,1,1,617,1569,952
1573,0,0,94,0,-94
1574,0,0,1,0,-1
1575,1,1,134,2143,2009
1576,0,0,96,0,-96
1577,1,1,255,1798,1543
1578,0,0,49,0,-49
1579,0,0,9,0,-9
1580,1,0,22,0,-22
1581,1,1,343,1370,1027
1582,1,1,456,1922,1466
1583,1,1,138,1696,1558
1584,1,1,65,2705,2640
1585,0,0,20,0,-20
1586,0,0,56,0,-56
1587,0,0,5,0,-5
1588,0,0,181,0,-181
1589,1,1,1090,2177,1087
1590,0,0,15,0,-15
1591,0,0,16,0,-16
1592,1,0,29,0,-29
1593,0,0,17,0,-17
1594,0,0,100,0,-100
1595,0,0,25,0,-25
1596,0,0,22,0,-22
1597,1,0,120,0,-120
1598,1,1,307,1419,1112
1599,1,1,804,1311,507
1600,0,0,73,0,-73
1601,0,0,85,0,-85
1602,0,0,30,0,-30
1603,1,0,103,0,-103
1604,1,1,473,1373,900
1605,1,1,1846,1343,-503
1606,0,0,34,0,-34
1607,1,1,969,1354,385
1608,1,1,277,1914,1637
1609,0,0,11,0,-11
1610,1,0,96,0,-96
1611,1,1,127,1203,1076
1612,1,1,247,1564,1317
1613,0,0,31,0,-31
1614,1,0,61,0,-61
1615,0,0,51,0,-51
1616,1,0,68,0,-68
1617,1,1,327,1890,1563
1618,1,1,471,1376,905
1619,1,1,326,1252,926
1620,1,1,119,1533,1414
1621,1,0,10,0,-10
1622,0,0,146,0,-146
1623,1,0,112,0,-112
1624,1,0,38,0,-38
1625,1,1,156,1674,1518
1626,0,0,30,0,-30
1627,1,1,287,1490,1203
1628,1,1,91,1264,1173
1629,0,0,36,0,-36
1630,1,0,106,0,-106
1631,1,0,21,0,-21
1632,1,1,914,1236,322
1633,0,0,6,0,-6
1634,0,0,36,0,-36
1635,0,0,58,0,-58
1636,1,1,332,1451,1119
1637,1,0,4,0,-4
1638,1,1,156,1500,1344
1639,1,0,8,0,-8
1640,1,1,407,1714,1307
1641,0,0,52,0,-52
1642,1,0,16,0,-16
1643,0,0,51,0,-51
1644,1,0,23,0,-23
1645,0,0,141,0,-141
1646,1,0,17,0,-17
1647,0,0,28,0,-28
1648,0,0,28,0,-28
1649,1,0,49,0,-49
1650,1,0,53,0,-53
1651,1,1,282,1479,1197
1652,0,0,86,0,-86
1653,1,0,22,0,-22
1654,1,1,784,1980,1196
1655,0,0,41,0,-41
1656,1,0,9,0,-9
1657,1,1,420,2926,2506
1658,1,1,649,1235,586
1659,0,0,116,0,-116
1660,0,0,57,0,-57
1661,1,1,558,1301,743
1662,1,1,212,1227,1015
1663,1,0,3,0,-3
1664,1,1,435,1278,843
1665,0,0,123,0,-123
1666,1,1,142,1290,1148
1667,1,1,965,2395,1430
1668,0,0,31,0,-31
1669,1,1,401,1932,1531
1670,1,0,6,0,-6
1671,0,0,3,0,-3
1672,0,0,111,0,-111
1673,0,0,2,0,-2
1674,0,0,37,0,-37
1675,1,1,325,1335,1010
1676,1,1,209,1904,1695
1677,1,1,356,2284,1928
1678,1,1,604,1310,706
1679,0,0,1,0,-1
1680,1,1,182,1403,1221
1681,0,0,33,0,-33
1682,1,1,290,1918,1628
1683,0,0,23,0,-23
1684,0,0,68,0,-68
1685,0,0,42,0,-42
1686,1,0,22,0,-22
1687,0,0,3,0,-3
1688,0,0,8,0,-8
1689,1,0,16,0,-16
1690,1,0,11,0,-11
1691,0,0,72,0,-72
1692,1,0,3,0,-3
1693,0,0,91,0,-91
1694,0,0,46,0,-46
1695,0,0,32,0,-32
1696,1,0,108,0,-108
1697,0,0,52,0,-52
1698,1,0,42,0,-42
1699,0,0,27,0,-27
1700,1,1,276,1304,1028
1701,0,0,95,0,-95
1702,1,0,9,0,-9
1703,1,1,423,1386,963
1704,0,0,10,0,-10
1705,1,0,5,0,-5
1706,1,0,14,0,-14
1707,1,1,75,1257,1182
1708,1,0,90,0,-90
1709,0,0,44,0,-44
1710,1,1,250,1702,1452
1711,1,0,109,0,-109
1712,1,1,1313,1447,134
1713,0,0,49,0,-49
1714,1,0,82,0,-82
1715,0,0,13,0,-13
1716,1,1,228,1222,994
1717,1,1,190,1998,1808
1718,0,0,8,0,-8
1719,0,0,21,0,-21
1720,1,0,5,0,-5
1721,1,0,99,0,-99
1722,1,1,145,1239,1094
1723,1,0,79,0,-79
1724,0,0,238,0,-238
1725,1,1,160,1560,1400
1726,0,0,69,0,-69
1727,1,1,471,1557,1086
1728,1,1,324,1425,1101
1729,1,1,245,1501,1256
1730,1,0,29,0,-29
1731,1,0,10,0,-10
1732,1,0,51,0,-51
1733,1,1,95,1652,1557
1734,1,0,65,0,-65
1735,1,1,399,2065,1666
1736,1,1,83,1237,1154
1737,0,0,44,0,-44
1738,0,0,29,0,-29
1739,1,1,90,1203,1113
1740,1,1,299,1684,1385
1741,0,0,78,0,-78
1742,1,0,89,0,-89
1743,0,0,0,0,0
1744,0,0,12,0,-12
1745,0,0,40,0,-40
1746,1,0,12,0,-12
1747,1,1,1958,1306,-652
1748,0,0,17,0,-17
1749,1,0,34,0,-34
1750,1,1,172,1426,1254
1751,1,1,148,1685,1537
1752,1,1,44,1425,1381
1753,0,0,84,0,-84
1754,1,1,194,1326,1132
1755,0,0,3,0,-3
1756,1,0,57,0,-57
1757,1,0,6,0,-6
1758,1,0,4,0,-4
1759,1,1,575,1260,685
1760,0,0,40,0,-40
1761,1,1,1434,1444,10
1762,0,0,12,0,-12
1763,0,0,22,0,-22
1764,1,0,23,0,-23
1765,0,0,41,0,-41
1766,0,0,6,0,-6
1767,1,0,17,0,-17
1768,0,0,23,0,-23
1769,1,1,165,1542,1377
1770,0,0,32,0,-32
1771,0,0,46,0,-46
1772,1,1,2027,1424,-603
1773,0,0,33,0,-33
1774,0,0,7,0,-7
1775,0,0,23,0,-23
1776,1,0,73,0,-73
1777,1,0,80,0,-80
1778,1,0,87,0,-87
1779,1,1,710,1262,552
1780,0,0,19,0,-19
1781,1,1,946,2389,1443
1782,1,0,14,0,-14
1783,1,0,26,0,-26
1784,1,1,442,2322,1880
1785,1,0,35,0,-35
1786,1,1,2098,1335,-763
1787,0,0,45,0,-45
1788,1,1,210,1633,1423
1789,0,0,36,0,-36
1790,0,0,91,0,-91
1791,1,1,964,1223,259
1792,1,1,200,1258,1058
1793,0,0,87,0,-87
1794,1,0,8,0,-8
1795,1,0,16,0,-16
1796,1,1,193,1785,1592
1797,1,1,1044,1984,940
1798,1,1,169,1293,1124
1799,0,0,1,0,-1
1800,0,0,61,0,-61
1801,1,0,16,0,-16
1802,1,1,330,1320,990
1803,0,0,114,0,-114
1804,1,0,6,0,-6
1805,0,0,59,0,-59
1806,1,0,38,0,-38
1807,1,0,85,0,-85
1808,0,0,31,0,-31
1809,0,0,34,0,-34
1810,0,0,0,0,0
1811,1,0,4,0,-4
1812,0,0,10,0,-10
1813,1,1,470,1242,772
1814,1,1,194,1289,1095
1815,1,0,12,0,-12
1816,0,0,10,0,-10
1817,1,1,927,1817,890
1818,1,1,2078,1611,-467
1819,0,0,27,0,-27
1820,1,0,33,0,-33
1821,0,0,7,0,-7
1822,1,0,71,0,-71
1823,1,0,94,0,-94
1824,1,0,74,0,-74
1825,0,0,21,0,-21
1826,1,1,218,1583,1365
1827,1,1,119,1481,1362
1828,1,1,734,1485,751
1829,1,0,67,0,-67
1830,1,1,85,1902,1817
1831,1,0,58,0,-58
1832,0,0,122,0,-122
1833,1,0,9,0,-9
1834,1,0,19,0,-19
1835,1,1,1247,1291,44
1836,1,0,4,0,-4
1837,0,0,71,0,-71
1838,1,0,13,0,-13
1839,0,0,49,0,-49
1840,1,1,215,2365,2150
1841,1,1,1826,1302,-524
1842,1,1,442,1336,894
1843,0,0,32,0,-32
1844,0,0,26,0,-26
1845,1,1,583,1308,725
1846,1,0,23,0,-23
1847,1,1,827,1432,605
1848,0,0,1,0,-1
1849,0,0,69,0,-69
1850,0,0,21,0,-21
1851,0,0,17,0,-17
1852,1,0,45,0,-45
1853,0,0,165,0,-165
1854,1,0,29,0,-29
1855,1,1,37,2272,2235
1856,1,1,672,1598,926
1857,1,0,21,0,-21
1858,0,0,1,0,-1
1859,0,0,82,0,-82
1860,1,0,3,0,-3
1861,0,0,32,0,-32
1862,1,0,58,0,-58
1863,1,0,50,0,-50
1864,1,1,1083,1289,206
1865,1,0,68,0,-68
1866,1,0,134,0,-134
1867,0,0,1,0,-1
1868,0,0,14,0,-14
1869,0,0,12,0,-12
1870,1,1,633,1226,593
1871,1,1,132,1298,1166
1872,1,0,18,0,-18
1873,1,1,45,1794,1749
1874,1,1,352,2007,1655
1875,0,0,6,0,-6
1876,0,0,60,0,-60
1877,1,1,110,1242,1132
1878,0,0,40,0,-40
1879,1,1,44,1221,1177
1880,1,1,511,1865,1354
1881,0,0,13,0,-13
1882,0,0,14,0,-14
1883,1,1,230,1503,1273
1884,0,0,121,0,-121
1885,0,0,30,0,-30
1886,1,0,32,0,-32
1887,1,1,310,1251,941
1888,0,0,64,0,-64
1889,0,0,54,0,-54
1890,1,1,331,1551,1220
1891,0,0,2,0,-2
1892,0,0,50,0,-50
1893,1,0,116,0,-116
1894,1,0,117,0,-117
1895,1,1,839,1219,380
1896,1,1,659,1320,661
1897,1,0,120,0,-120
1898,0,0,8,0,-8
1899,0,0,51,0,-51
1900,1,1,421,1439,1018
1901,0,0,143,0,-143
1902,0,0,4,0,-4
1903,1,1,212,3994,3782
1904,0,0,52,0,-52
1905,1,0,35,0,-35
1906,1,0,49,0,-49
1907,1,0,41,0,-41
1908,1,1,647,1275,628
1909,1,0,23,0,-23
1910,1,1,795,1202,407
1911,0,0,15,0,-15
1912,1,1,708,2013,1305
1913,0,0,8,0,-8
1914,1,0,4,0,-4
1915,1,0,39,0,-39
1916,1,1,1323,1339,16
1917,1,1,462,1485,1023
1918,0,0,26,0,-26
1919,1,0,37,0,-37
1920,0,0,1,0,-1
1921,0,0,175,0,-175
1922,0,0,5,0,-5
1923,0,0,36,0,-36
1924,0,0,4,0,-4
1925,0,0,62,0,-62
1926,1,0,56,0,-56
1927,1,1,973,1297,324
1928,1,0,34,0,-34
1929,1,0,23,0,-23
1930,1,1,420,4180,3760
1931,1,0,12,0,-12
1932,1,1,93,1542,1449
1933,1,0,171,0,-171
1934,1,1,194,2197,2003
1935,0,0,92,0,-92
1936,1,0,78,0,-78
1937,1,1,258,1512,1254
1938,0,0,29,0,-29
1939,1,1,733,1730,997
1940,0,0,10,0,-10
1941,1,1,275,2180,1905
1942,1,1,1459,1820,361
1943,1,0,27,0,-27
1944,1,0,3,0,-3
1945,1,1,2762,5325,2563
1946,1,1,704,2412,1708
1947,1,0,39,0,-39
1948,1,1,383,1433,1050
1949,1,1,142,1468,1326
1950,0,0,44,0,-44
1951,0,0,190,0,-190
1952,1,0,39,0,-39
1953,1,0,163,0,-163
1954,1,1,573,1493,920
1955,1,0,79,0,-79
1956,1,0,92,0,-92
1957,1,0,16,0,-16
1958,1,1,254,1214,960
1959,1,0,17,0,-17
1960,1,1,348,2018,1670
1961,1,1,451,1247,796
1962,0,0,84,0,-84
1963,1,1,326,1460,1134
1964,0,0,12,0,-12
1965,1,0,43,0,-43
1966,1,1,458,1590,1132
1967,1,0,22,0,-22
1968,0,0,84,0,-84
1969,1,1,785,1291,506
1970,1,1,934,1246,312
1971,1,0,13,0,-13
1972,0,0,51,0,-51
1973,1,1,308,1236,928
1974,1,0,30,0,-30
1975,1,1,580,1359,779
1976,0,0,114,0,-114
1977,0,0,31,0,-31
1978,1,0,61,0,-61
1979,1,0,19,0,-19
1980,0,0,35,0,-35
1981,1,1,987,1273,286
1982,1,0,10,0,-10
1983,1,0,14,0,-14
1984,1,1,1325,1287,-38
1985,0,0,98,0,-98
1986,1,0,148,0,-148
1987,1,1,54,1468,1414
1988,0,0,49,0,-49
1989,0,0,26,0,-26
1990,0,0,0,0,0
1991,1,1,981,2345,1364
1992,0,0,48,0,-48
1993,1,0,22,0,-22
1994,1,1,132,1531,1399
1995,1,0,36,0,-36
1996,1,0,17,0,-17
1997,0,0,33,0,-33
1998,1,1,651,1444,793
1999,0,0,0,0,0
2000,1,0,57,0,-57
2001,0,0,32,0,-32
2002,1,1,285,2082,1797
2003,0,0,75,0,-75
2004,1,0,0,0,0
2005,0,0,54,0,-54
2006,1,1,67,1487,1420
2007,0,0,109,0,-109
2008,1,0,123,0,-123
2009,0,0,116,0,-116
2010,0,0,4,0,-4
2011,1,0,33,0,-33
2012,1,0,102,0,-102
2013,0,0,78,0,-78
2014,1,1,1004,1313,309
2015,0,0,113,0,-113
2016,1,1,82,1557,1475
2017,1,1,1286,1279,-7
2018,1,1,123,1239,1116
2019,1,1,231,1680,1449
2020,0,0,8,0,-8
2021,1,1,756,1819,1063
2022,0,0,42,0,-42
2023,0,0,27,0,-27
2024,1,1,159,2543,2384
2025,0,0,29,0,-29
2026,1,0,117,0,-117
2027,1,1,222,1386,1164
2028,0,0,67,0,-67
2029,0,0,19,0,-19
2030,0,0,53,0,-53
2031,1,0,32,0,-32
