likes,marked_as_ads,date,text
3009,0,1685282402,"Трэш дня из Лиги 1 😂

#vkfootball"
2167,0,1685280600,"Как вам такое? Роберто в «Реал» 😏

#vkfootball"
1433,0,1685278982,"Какой ужас! 😱

#vkfootball"
1150,0,1685278803,"Чемпиона Германии мы уже знаем, а теперь смотрим на итоговую таблицу Бундеслиги 📊

#vkfootball"
1168,0,1685277001,"Так выглядит раздевалка чемпионов 🇫🇷

#vkfootball"
3582,0,1685275393,"Почеттино в Лондоне быть! 😱

#vkfootball"
1929,0,1685273400,"Сможет? 😏

#vkfootball"
2208,0,1685271603,"ВЕЛИЧИЕ 👑

#vkfootball"
2066,0,1685269800,"Чемпионское селфи 🤳🏆

#vkfootball"
2177,0,1685268003,"Как было на самом деле 😅

#vkfootball"
1582,0,1685266200,"Эрик Шупо-Мотинг выигрывал чемпионат в каждом сезоне с тех пор, как вылетел из Премьер-лиги со «Сток Сити» в сезоне 2017/18: 
 
🏆 2018/19 (ПСЖ) 
🏆 2019/20 (ПСЖ) 
🏆 2020/21 («Бавария») 
🏆 2021/22 («Бавария») 
🏆 2022/23 («Бавария»)

#vkfootball"
2411,0,1685264404,"«Боруссия» была ну очень близко 😏

#vkfootball"
1409,0,1685262600,"Вчера на матче «Кёльн» 🆚 «Бавария»

#vkfootball"
1785,0,1685260803,"Идеальный баланс от Лео 😎 
 
Больше результативных очков в «ПСЖ» набрал лишь Мбаппе – 33 (28+5) 📊

#vkfootball"
2143,0,1685259268,"Симоне уверен в своих парнях 💪

#vkfootball"
1203,0,1685257204,"Можете позвонить болельщикам «Арсенала» — там в этот раз поймут и поддержат 😅

Читаем блок новостей 👇 
 
«Барса» согласовала с «Вулвс» трансфер Невеша за 30 млн евро. В сделку может войти Фати [As] 
 
🇪🇺 Индзаги о выходе «Интера» в ЛЧ: «Матч с «Аталантой» был самым важным для нас за последнее время» 
 
🔥 «Бавария» хочет назначить спортдиректором Эберля из «Лейпцига» [Bild] 
 
🫡 Джамал Мусиала: «Салихамиджич привел меня в «Баварию». Жаль, что он уходит» 
 
🇫🇷 Кристоф Гальтье: «Катастрофа – это когда «ПСЖ» не выигрывает Лигу 1. Стать чемпионом – достижение. Дома мы провели успешный сезон» 
 
✅ «Гранада» вернулась в Ла Лигу спустя год после вылета, «Лас-Пальмас» – спустя пять 
 
🇮🇹 Энрике – главный претендент на пост тренера «Наполи». Мотта и Итальяно тоже нравятся Де Лаурентису [Corriere dello Sport] 
 
💪 Анчелотти о 2:1 с «Севильей»: «Реалу» почти невозможно найти мотивацию, чтобы показать лучший футбол, но мы хотим закончить сезон хорошо» 
 
😟 Эдин Терзич: «Боруссия» была в 90 минутах от титула, теперь – в 34 турах. Мы опустошены»

#vkfootball"
1407,0,1685253627,"«Боруссия» и Бундеслига в одной картинке 🙃

Без футбола не останемся 👇 
 
🇬🇧 АПЛ: 
 
18:30 Арсенал — Вулверхэмптон 
18:30 Саутгемптон — Ливерпуль 
18:30 Брентфорд — Манчестер Сити 
18:30 Манчестер Юнайтед — Фулхэм 
18:30 Лидс — Тоттенхэм 
18:30 Челси — Ньюкасл 
 
🇪🇸 Ла Лига: 
 
20:00 Атлетико — Реал Сосьедад 
20:00 Барселона — Мальорка 
 
🇮🇹 Серия А: 
 
16:00 Болонья — Наполи 
21:45 Ювентус — Милан

#vkfootball"
2006,0,1685244600,"Канселу в этом сезоне выиграл АПЛ и Бундеслигу! 🏆🏆
 
Еще и медаль ЛЧ может зацепить! 

#vkfootball"
2298,0,1685233800,"«Бенфика» стала чемпионом Португалии в 38-й раз и впервые за 4 года! 🇵🇹

#vkfootball"
1636,0,1685222420,"😢 Братья по слитым чемпионствам 
 
А вот и результаты сегодняшних матчей 👇 
 
🇪🇸 Ла Лига: 
 
20:00 Севилья 1:2 Реал Мадрид 
 
🇮🇹 Серия А: 
 
19:00 Фиорентина 2:1 Рома 
21:45 Интер 3:2 Аталанта 
 
🇩🇪 Бундеслига: 
 
16:30 Боруссия Д 2:2 Майнц 
16:30 Кельн 1:2 Бавария 
 
🇫🇷 Лига 1: 
 
22:00 Страсбур 1:1 ПСЖ

#vkfootball"
3971,0,1685221153,"Месси повторил (43) рекорд Алвеса по трофеям, выигранным за клуб и сборную! 😎

#vkfootball"
3030,0,1685220657,"«ПСЖ» стал чемпионом Франции в 11-й раз и побил рекорд «Сент-Этьена»! 🔝

#vkfootball"
3192,0,1685220432,"«ПСЖ» – чемпион Лиги 1 2022/23! 🏆
 
Досрочно закрыли все вопросы!

#vkfootball"
4682,0,1685219907,"«Интер» гарантировал себе участие в ЛЧ в следующем сезоне! 💙
 
#vkfootball"
1502,0,1685219585,"😎 Мусиала повторил момент Агуэро! Он выигрывал Бундеслигу уже четыре раза, а ему всего 20 
 
Переходим к нашему вечернему дайджесту 👇 
 
🇮🇹 «Рома» лишилась шансов на топ-4 Серии А. У команды Моуринью 1 победа за 9 игр 
 
🫡 Хасан Салихамиджич: «Титул «Баварии» принадлежит и Нагельсманну. Мы его ценим и приглашаем отпраздновать чемпионство» 
 
✊ Томас Мюллер: «В глубине души люди будут чувствовать, что «Бавария» не заслужила титул, и я могу их понять» 
 
😳 «Бавария» запретила Кану праздновать чемпионство с командой: «Я бы хотел, но не могу» 
 
💛 «Боруссия» не выигрывает Бундеслигу 11 лет. Дортмундцы 7 раз стали вторыми за этот период 
 
🏆 Тухель выиграл первый трофей с «Баварией» и 11-й в карьере тренера 
 
🌀 «Наполи» готов предложить Спаллетти контракт на 2 года, но тренер принял окончательное решение уйти из клуба [Il Mattino] 
 
🏟 «Барса» может подписать Ди Марию в случае возвращения Месси. Анхель, вероятно, уйдет из «Юве» бесплатно [Relevo]

#vkfootball"
3411,0,1685218798,"А у Месси рекорд! 😎

#vkfootball"
1607,0,1685218378,"«Аль-Наср» не станет чемпионом Саудовской Аравии в этом сезоне! 🇸🇦
 
Чемпионом досрочно стал «Аль-Иттихад» 🏆 
 
Впервые в своей карьере Роналду два сезона подряд не выиграл ни одного титула 😪

#vkfootball"
1750,0,1685215800,"«Лутон Таун» станет 51-й командой, сыгравшей в Премьер-лиге после победы над «Ковентри» по пенальти в финале плей-офф Чемпионшипа! 🔝
 
Девять лет назад они играли в пятом дивизионе английского футбола 

#vkfootball"
4634,0,1685213966,"Родриго дарит «Реалу» волевую победу! 🔝

#vkfootball"
3701,0,1685212200,"Коман выигрывает чемпионат каждый год в карьере: 
 
🇫🇷 2012/13 🏆 
🇫🇷 2013/14 🏆 
🇮🇹 2014/15 🏆 
🇮🇹 2015/16 🏆 
🇩🇪 2015/16 🏆 
🇩🇪 2016/17 🏆 
🇩🇪 2017/18 🏆 
🇩🇪 2018/19 🏆 
🇩🇪 2019/20 🏆 
🇩🇪 2020/21 🏆 
🇩🇪 2021/22 🏆 
🇩🇪 2022/23 🏆

#vkfootball"
2927,0,1685210402,"Болельщики «Боруссии» никогда не перестают ее поддерживать! 🙏💛

#vkfootball"
2883,0,1685208600,"Давайте сделаем вид, что мы удивлены 😁

#vkfootball"
3522,0,1685206802,"¯\_(ツ)_/¯

На должность генерального директора назначен заместитель председателя правления клуба Ян-Кристиан Дризен ✅

#vkfootball"
4606,0,1685205000,"Жаль этого парня... 😢
 
Ройс 7-й раз стал вице-чемпионом Бундеслиги 🥈

#vkfootball"
3076,0,1685203154,"Новое лого «Боруссии» 😬

#vkfootball"
4209,0,1685202398,"Так выглядит боль 💔

#vkfootball"
3033,0,1685201664,"«Бавария» в 11-й раз подряд выиграла чемпионат Германии – это рекорд топ-5 лиг!

#vkfootball"
6527,0,1685201335,"«Боруссии» нужно было побеждать, чтобы стать чемпионом... 😭

#vkfootball"
5029,0,1685201198,"🇩🇪 «Бавария» сделала все сама! 
 
🏆 Чемпионский кубок остается в Мюнхене!

#vkfootball"
1148,0,1685200812,ГОООООООООООООООЛ! И ВСЕ-ТАКИ «БАВАРИЯ»!
1414,0,1685200359,"«Кельн» сравнял! 😱
 
«Кельн» 1:1 «Бавария» 

#vkfootball"
1511,0,1685199412,"Даже так «Боррусия» не может забить 😭

#vkfootball"
3181,0,1685197800,"Коротко о чемпионской гонке в Бундеслиге 😁

#vkfootball"
1864,0,1685197272,"«Боррусия» так отчаянно нуждается в титуле, что вернула Холанда в игру 😁

#vkfootball"
2107,0,1685196419,"Боссы «Баварии» уже в курсе! 😁

#vkfootball"
1695,0,1685195771,"«Майнц» забивает второй! 😱

#vkfootball"
1651,0,1685195574,"Аллер еще и пенальти не забил 😬

#vkfootball"
1060,0,1685195332,"🏆 Прямо сейчас: 
 
«Боруссия» Д 0:1 «Майнц» 
«Кельн» 0:1 «Бавария»

#vkfootball"
1633,0,1685194200,"Легендарный состав 💙❤

#vkfootball"
1534,0,1685192404,"Дортмунд готов к чемпионству! 
 
Готовы ли футболисты? 🤔

#vkfootball"
1422,0,1685190224,"Холанд признан лучшим молодым футболистом сезона в АПЛ 🧐

Назовите свои ТОП-5 в АПЛ 👇

#vkfootball"
1869,0,1685188802,"Жоан кидает комплименты в сторону Лео 😏

#vkfootball"
1747,0,1685187000,"Исторический кадр 😱

#vkfootball"
1122,0,1685185203,"Хотите плохой статистики? Получайте! 😟

#vkfootball"
2117,0,1685184014,"Как неожиданно 😁

#vkfootball"
1585,0,1685183400,"Жоан за будущее 👌

#vkfootball"
1010,0,1685181602,"Лукаку знает как ловить вайб в Италии 😎

#vkfootball"
1462,0,1685179800,"Ди Мария может продолжить карьеру в «Барсе»? 👀

#vkfootball"
4268,0,1685178005,"Финал ЛЧ в одной картине 🥶

#vkfootball"
1445,0,1685176200,"Беда не приходит одна 😟

#vkfootball"
966,0,1685174404,"Коротко о Серии А 😂

#vkfootball"
1155,0,1685172538,"Удивительное мужество: Бензема зашивали ногу сразу после матча c «Райо Вальекано» – Карим 80 минут играл с травмой 😳

#vkfootball"
908,0,1685171017,"Свои поймут 😏

Читаем новости ночи и утра 👇 
 
🇮🇹 Леау о своей мечте: «Победить в Лиге чемпионов. После этого покрасил бы волосы в красный и черный – цвета «Милана» 
 
🤝 Клопп подтвердил, что Салах не покинет «Ливерпуль»: «Мо нравится здесь. Я бы сам увез игрока в другой клуб, если бы он сказал: «Мы не попали в ЛЧ, я ухожу» 
 
👌 Винисиус выступит в суде в Валенсии по видеосвязи. По делу о расизме показания дадут также охранники и стюарды «Местальи» [RTVE] 
 
⚽️ Холанд взял бы себе правую ногу Роналду, а не левую Месси: «Левая у меня и так неплохая» 
 
🔥 Переговоры Асенсио и «ПСЖ» в продвинутой стадии. «Реал» не продал хавбека парижанам зимой, летом он станет свободным агентом [ESPN] 
 
🙃 Умтити не назвал время в «Барсе» тюрьмой: «Если газетам нужна помощь в переводе, позвоните мне. У депрессии нет ничего общего с тюрьмой» 
 
✍ «Бавария» хочет продлить контракт с Дэвисом как можно скорее. Защитник интересен «Реалу» [Фабрицио Романо] 
 
🇩🇪 Томас Тухель: «Бавария» недовольна ни игрой, ни результатами. Нужно доминировать, играть быстрее» 
 
👀 Анчелотти хочет, чтобы «Реал» подписал Кейна. Итальянец считает Харри идеальной «девяткой» [As]

#vkfootball"
1011,0,1685168495,"43-летний Роналдиньо в матче с легендами Замбии 😎

Все такой же волшебник 😍

А по матчам сегодня так 👇 
 
🇪🇸 Ла Лига: 
 
20:00 Севилья — Реал Мадрид 
 
🇮🇹 Серия А: 
 
19:00 Фиорентина - Рома 
21:45 Интер - Аталанта 
 
🇩🇪 Бундеслига: 
 
16:30 Боруссия Д - Майнц 
16:30 Кельн - Бавария 
 
🇫🇷 Лига 1: 
 
22:00 Страсбур - ПСЖ

#vkfootball"
2062,0,1685158200,"Энцо Фернандес 🤝 Алехандро Гарначо 

Настоящее и будущее Аргентины 👌

#vkfootball"
1461,0,1685147400,"В прошлом сезоне «Ливерпуль» гнался за квадруплом, а теперь они будут играть по четвергам 😬

#vkfootball"
2193,0,1685134800,"Это можно засчитать за трофей «Тоттенхэму»? 😊
 
«Ман Сити» всухую проиграл 5 последних матчей против «шпор» на выезде

#vkfootball"
2306,0,1685133000,"Ровно 5 лет назад «Реал» выиграл 13-й кубок Лиги чемпионов! 🤴
 
Третья победа мадридцев в ЛЧ кряду, тот самый гол Бэйла, привозы Кариуса и последний матч Криштиану за «сливочных»....

#vkfootball"
2204,0,1685131200,"Впервые в истории АПЛ «Манчестер Сити», «Арсенал», «Ньюкасл» и «Манчестер Юнайтед» вышли в ЛЧ в одном сезоне 👌

#vkfootball"
2411,0,1685129400,"Новая татуха Спаллетти 😎

#vkfootball"
1314,0,1685127601,"«Ливерпуль», когда понял, что «Реала» не будет в Лиге Европы 😂
 
А у нас уже готов вечерний дайджест новостей 👇 
 
🇪🇺 УЕФА может исключить «Ювентус» из еврокубков из-за Суперлиги и финансовых махинаций. Чеферин удивлен пассивностью нового руководства клуба [La Gazzetta dello Sport] 
 
🏴 37-летний вратарь «Ман Сити» Карсон продлил контракт на год. Он провел 2 матча за 4 сезона 
 
🤑 У Тоуни диагностировали лудоманию – это и признание вины сократило отстранение с 15 до 8 месяцев. Форвард 13 раз ставил против своей команды [Sky Sports] 
 
📊 Тер Штеген набрал 47% голосов болельщиков «Барсы» в опросе про нового капитана от Mundo Deportivo. У Араухо – 26%, у де Йонга, Роберто, Левандовского – менее 7% [Mundo Deportivo] 
 
🇪🇸 Фанаты «Севильи» будут махать президенту «Реала» белыми платками на матче. Фраза «Это не Ла Лига, это Флорентино Перес» стала вирусной в соцсетях [El Periódico de Catalunya] 
 
🗣 Пеп о возможном требле: «Ман Сити» выиграл АПЛ за 3 тура до конца, еще у нас два финала – такое бывает раз в жизни. Нужно расслабиться» 
 
🏴 «МЮ» опасается, что у Антони рецидив травмы голеностопа, из-за которой он пропустил два месяца в «Аяксе» [BBC] 
 
🤔 Анчелотти о сезоне «Реала»: «После матча с «Барсой» отстали на 12 очков, потеряв концентрацию. Не хватало надежности в обороне, статистика порой вводит в заблуждение» 
 
👨‍🦰 Тухель о борьбе за титул Бундеслиги: «Бавария» должна побеждать – и нам нужна помощь. Произойти может что угодно: красная, пенальти, стандарт» 
 
⏺ Зидан – приоритетный вариант для «ПСЖ». С Моуринью ведутся переговоры, но Жозе – план Б [Get French Football News] 
 
💜 «Барса» не делала Месси предложение. Об этом Лео сказал Бускетсу, Альбе и Роберто на ужине в Париже [Mundo Deportivo]

#vkfootball"
1869,0,1685125800,"«Боруссия» Д презентовала форму на следующий сезон 👌

#vkfootball"
2439,0,1685122228,"Минус Асенсио! Куда теперь Марко перейдет? 👋

#vkfootball"
1960,0,1685120403,"Легенды Замбии сыграли по стандартам дворового футбола! 💪
 
Вчера в столице Замбии Лусаке легенды «Барселоны» получили разгромное поражение 0:3 от легенд этой африканской страны
 
Только посмотрите, какого парня не смогли пробить Роналдиньо, Деку, Клюйверт и компания

#vkfootball"
2405,0,1685118600,"18 лет назад в Стамбуле случилось чудо! 🔝
 
Лучший финал ЛЧ в истории? 🤔

#vkfootball"
2202,0,1685116803,"«Челси» в этом сезоне АПЛ 😁👇

#vkfootball"
1667,0,1685115000,"Следующий сезон в Европе 👀

#vkfootball"
391,1,1685113501,"Болельщица «Наполи» обещала пройтись торсом, если команда Лучано Спаллетти станет чемпионом.

Свое обещание Кармен Каккавале сдержала t.me/+P7S9hNXPvFtlM2Iy"
2356,0,1685113204,"Что тут сказать ¯\_(ツ)_/¯

#vkfootball"
2197,0,1685111400,"Холанд получил награду лучшему игроку года в Англии по версии Ассоциации футбольных журналистов 😎

#vkfootball"
1855,0,1685109603,"Рэшфорд тащит «МЮ» на протяжении всего сезона 😎

#vkfootball"
1662,0,1685107800,"«Манчестер Юнайтед» непобедим в последних 28 домашних матчах во всех турнирах: 💪 
 
24 победы 
4 ничьи 
63 гола забито 
15 пропущенных мячей 
16 «сухих матчей»"
2156,0,1685106003,"Каждому своё 😏

#vkfootball"
1281,0,1685104200,"А будет ли оно вообще? 🤔

#vkfootball"
2333,0,1685102403,"Коротко о приоритетах 🙃

#vkfootball"
1507,0,1685100600,"«Арсенал» представил форму с золотыми вставками на сезон-2023/24: она посвящена 20-летию последнего чемпионства «канониров», когда команда не проиграла ни одного матча в сезоне АПЛ 😍

#vkfootball"
2282,0,1685098804,"Фабрицио обновляет информацию по Джуду 🔥

#vkfootball"
1638,0,1685097000,"Заслужили выход в ЛЧ 💪

#vkfootball"
1556,0,1685095202,"А не лучший сезон в карьере Маркус выдал? 💪 
 
После поездки в Катар вернулся другой футболист 🤩

#vkfootball"
1788,0,1685093400,"Когда финал ЛЧ всё ближе 😅

#vkfootball"
1316,0,1685091604,"И второй заход у Фрэнка не задался от слова совсем 🤷‍♂ 
 
Кто должен спасать «Челси» в следующем сезоне? 🤔

#vkfootball"
2374,0,1685089800,"Фигу ставит на свою бывшую команду 😏

#vkfootball"
2315,0,1685088003,"Разве это не круто для первого сезона Эрика и его банды из Манчестера? 😎

#vkfootball"
1327,0,1685086201,"Совсем не получается 😟

#vkfootball"
2117,0,1685084405,"😳 А это медицинский персонал «Брайтона» 
 
Кстати, утренний дайджест новостей уже тут 👇 
 
🗣 Маттеус о «Баварии»: «При Нагельсманне держала курс на требл, а при Тухеле стала играть хуже» 
 
🏴󠁧󠁢󠁥󠁮󠁧󠁿 Лэмпард о сезоне «Челси»: «Плохой. Летом клуб поменяет состав» 
 
🧠 Бруну о выходе «МЮ» в ЛЧ: «Идеально, учитывая, как проходил сезон, но мы хотим большего» 
 
🇪🇬 Салах – фанатам «Ливерпуля» о непопадании в ЛЧ: «Я опустошен, этому нет оправданий. Мы подвели себя и вас» 
 
🤔 Тудор уйдет из «Марселя» по окончании сезона. Он возглавил команду в 2022-м и вывел ее в ЛЧ [SportItalia] 
 
📊 Феликс забил 4-й гол за «Челси» в 19-м матче. У Мудрика 0+2 в 17 играх 
 
👀 «Ливерпуль» и «Челси» следят за Лавиа. «Саутгемптон» может потребовать 40+ млн фунтов за 19-летнего хавбека [The Times] 
 
❌ Зидан отклонил предложение «Аль-Насра» на 150 млн евро за 2 года. Он хочет работать в клубе из топ-5 лиг [Foot Mercato] 
 
🙅‍♂ Защитник «Валенсии» Диакаби не участвовал в акции Ла Лиги против расизма. В 2021-м лига не нашла доказательств, что его оскорбили [Football España] 
 
🙃 «ПСЖ» предложил Рамосу контракт на год с понижением зарплаты в 2 раза и бонусами. Защитник отказал [Marca] 
 
⛔ «Бавария» не намерена продавать Эрнандеса «ПСЖ» и все еще хочет продлить контракт с защитником [Фабрицио Романо] 
 
🇪🇸🇪🇸 Фигу о «Барселоне» и «Реале»: «Лучшие клубы мира. Мне повезло, что я играл в обоих»

#vkfootball"
943,0,1685080804,"Немного мокрое поле 😅

#vkfootball"
3397,0,1685071800,"Не поспоришь 😂

#vkfootball"
1886,0,1685061000,"«Ливерпуль» не вышел в Лигу чемпионов впервые в полноценный сезон Клоппа 😁

#vkfootball"
7540,0,1685048277,"«МЮ» разгромил «Челси» и гарантировал себе участие в ЛЧ! 👊

#vkfootball"
1078,0,1685041201,"«Ньюкасл» может попасть в группу Лиги чемпионов с «ПСЖ», «Реалом» и «Миланом» в следующем сезоне! 😱 
 
А у нас уже готова свежая подборка новостей! 👇 
 
🗣 Слот не возглавит «Тоттенхэм»: «Хочу остаться в «Фейеноорде». Встречался с руководством по вопросу продления контракта, жду не дождусь следующего сезона» 
 
🏀 Шакил О′Нил – Месси: «Я люблю тебя, брат, ты лучший» 
 
💢 «Милан» может вернуть Эль-Шаарави из «Ромы» бесплатно на подмену Леау [Sempre Milan] 
 
⏺ «ПСЖ» и Люка Эрнандес достигли соглашения. Осталось договориться с «Баварией» [L’Équipe] 
 
Ⓜ Чалханоглу продлит контракт с «Интером» до 2027 года 
 
❗️ «ПСЖ» рассматривает кандидатуру Энрике на пост главного тренера [Le Parisien] 
 
🇪🇸 Кейна предложили «Реалу». Клуб изучает вариант [Cadena SER] 
 
👀 «Реал», «Барса», «МЮ», «Ливерпуль» и «Интер» интересуются Паваром. «Бавария» хочет сохранить защитника [Kicker] 
 
👵 «Ювентус» не продлит контракт с Ди Марией. Стратегия клуба изменилась [Goal] 
 
🤔 «ПСЖ» интересуется Хаби Алонсо, но тот хотел бы возглавить «Реал» после ухода Анчелотти [RMC Sport] 

#vkfootball"
2413,0,1685039530,"Стамбул преображается к финалу ЛЧ 😍

#vkfootball"
4947,0,1685037835,"Грилиш выбрал Роналду! 😁

#vkfootball"
1383,0,1685034003,"Половина из «Челси»! Мастер-класс от Боули 😂 
 
Солидарны с рейтингом? 

#vkfootball"
1414,0,1685032201,"Наполи подарил Папе Римскому майку и футбольный мяч с автографами чемпионов Серии А 😎

#vkfootball"
2037,0,1685030403,"«Тоттенхэм» – единственный клуб, в котором Моур не выиграл трофей ¯\_(ツ)_/¯ 

#vkfootball"
2169,0,1685028600,"Только Роберто остался ✊🏻

#vkfootball"
2086,0,1685026804,"Холанд повторил достижение Анри по результативным действиям (44) за 38-матчевый сезон АПЛ! ⚽️ 
 
Заберет и этот рекорд? 🤔

#vkfootball"
3505,0,1685025000,"Иньеста трогательно попрощался с «Виссел Кобе» 👋

#vkfootball"
1583,0,1685023204,"Не забыли? У нас сегодня есть крутой матч в АПЛ 🔥 
 
Давайте посмотрим на цифры между этими командами 📊 
 
За кого сегодня будешь топить? 🤔

#vkfootball"
1521,0,1685021400,"Люка готов к Парижу 🤝

#vkfootball"
2458,0,1685019604,"Так вот почему Роналду тащит в сборной 😂

#vkfootball"
2475,0,1685017800,"Ждём легенду в «Барсе» в будущем ❤

#vkfootball"
1501,0,1685015912,"Это будет сильно, если Жозе возглавит «ПСЖ» 😍

#vkfootball"
1996,0,1685014200,"Легендарного дуэта больше не увидим в деле 😟

#vkfootball"
1916,0,1685010600,"И он пропустил 17 матчей 💪

#vkfootball"
1797,0,1685008803,"Пеп сказал как есть 😁 
 
Все вспомнили себя, когда гулял до утра, и в тот же день матч 😅

#vkfootball"
1130,0,1685007000,"Суарес явно одобряет 😂

#vkfootball"
1872,0,1685005206,"Незаменимый игрок для «Атлетико» 😎

#vkfootball"
2108,0,1685003400,"«Мы все Винисиус, хватит» 👊

#vkfootball"
1484,0,1685001603,"В последний раз «Сити» уступал 5 февраля – «Тоттенхэму» (0:1) на выезде 💪

#vkfootball"
2327,0,1684999800,"Для них сезон уже фантастически проходит, а ещё ждёт финал ЛЧ 😍

#vkfootball"
2800,0,1684998759,"Андрес в Японии - всё! Но о завершении карьеры нет речи 🫡

#vkfootball"
662,0,1684998005,"✅ Феликс хотел бы остаться в «Челси» 
 
👀 «Милан» интересуется форвардом «Ланса» Опенда. У него 19 голов в 36 играх Лиги 1 [Sempre Milan] 
 
👉 Скауты «Арсенала» и «Тоттенхэма» следят за Тапсоба. «Байер» устроит только очень крупное предложение [Фабрицио Романо] 
 
🏴󠁧󠁢󠁥󠁮󠁧󠁿 Лэмпард не уверен, что в «Челси» все быстро наладится: «Когда выключаешься, снова включиться тяжело. Это будет главным испытанием в следующем сезоне» 
 
👍 «Милан» может купить Милинковича-Савича, если попадет в ЛЧ, а «Лацио» запросит меньше 40 млн евро [Calciomercato] 
 
🗣 Тен Хаг о «Челси»: «Деньги не помогут без стратегии. В АПЛ сосредоточены лучшие тренеры, хорошие игроки, и нужны правильные решения» 
 
🤝 Феликс хотел бы остаться в «Челси»: «Это топ-клуб, у меня невероятные партнеры. Мне понравились эти 4-5 месяцев» 
 
🙅‍♂ Эрнандес приостановил переговоры с «Баварией» о новом контракте и общается с «ПСЖ». Защитнику нравится проект парижан [Foot Mercato] 
 
🤡 Кьеллини назвал Пуча «клоуном». Хавбек «Гэлакси» в стиле Месси отпраздновал гол «Лос-Анджелесу» в дерби [Diario Sport] 
 
🇪🇸 «Реал» вышел на 2-е место, обогнав «Атлетико» на 1 очко за 2 тура до конца Ла Лиги 
 
🐢 Кальдерон предпочел переход Мбаппе в «Реал» возвращению Роналду: «Килиан – это будущее, я в него влюблен. Он напоминает мне Роналдо» 
 
🇪🇺 «Брайтон» вышел в Лигу Европы. Клуб впервые сыграет в еврокубках 
 
😳 «Брайтон» 20 раз пробил по воротам «Сити». За 265 матчей Пепа в АПЛ такое было лишь раз – в 2019-м 
 
🏆 Симоне Индзаги выиграл 7-й трофей в карьере тренера. У него 3 Кубка и 4 Суперкубка Италии 
 
📊 Анчелотти выиграл 106 из 150 матчей в Ла Лиге. Лишь у Гвардиолы и Муньоса было больше побед 
 
🤔 «Ювентус» может подписать Скамакку в случае ухода Влаховича. «Милану» тоже интересен форвард «Вест Хэма» [TMW]"
1001,0,1684994668,"Тот самый друг на рамке 😂

#vkfootball"
1957,0,1684985400,"«Интер» в 2023 году: 
 
✅ Суперкубок Италии 
 
✅ Кубок Италии 
 
❓ Лига чемпионов 
 
Заберут еще один финал? 🤔

#vkfootball"
3158,0,1684965285,"«Атлетико» вел в 3 мяча, но все равно умудрился упустить победу! 😳
 
Винисиус оставил «Реал» на втором месте в Ла Лиге 😎

#vkfootball"
1810,0,1684964154,"«Интер» выиграл Кубок Италии второй раз кряду и девятый в истории! 🔵⚫ 
 
«Нерадзурри» сравнялись «Ромой», больше побед в Кубке Италии одержал только «Ювентус» – 14! 🏆

#vkfootball"
7573,0,1684961678,"«Интер» – обладатель Кубка Италии 2022/23! 🏆
 
Лаутаро забил 100-й и 101-й гол за «нерадзурри»! 🔝

#vkfootball"
2761,0,1684961634,"«Брайтону» нужно только с топами играть! 😎

#vkfootball"
4437,0,1684960886,"Ровно 9 лет назад «Реал» выиграл долгожданную Десиму! ❤
 
92:48 – навсегда в сердцах фанов королевского клуба! 🕓 

#vkfootball"
854,0,1684958401,"⚡️ Правительство Саудовской Аравии хочет возродить противостояние Месси и Роналду! 👇 
 
👆 Бензема забил 30+ голов за «Реал» в 4 из 5 сезонов без Роналду. За 9 лет с Криштиану это удалось Кариму лишь в одном сезоне 
 
🏴 Партнером «Ньюкасла» может стать спонсор сборной Саудовской Аравии – компания Sela [Sky Sports] 
 
🏴 Маунт предпочитает «МЮ», и другие клубы в курсе. Манкунианцы скоро проведут переговоры с «Челси» [The Athletic] 
 
🇫🇷 «ПСЖ» не намерен отпускать Мбаппе бесплатно в 2024-м – если контракт не продлят до конца лета, форварда могут продать. Он интересен «Реалу» и «МЮ» [RMC Sport] 
 
👏 Фанаты зааплодировали Винисиусу после 20-й минуты матча «Реала» с «Райо» 
 
💙 АПЛ-2023/24 пройдет с 12 августа по 19 мая. С 13 по 20 января предусмотрен перерыв 
 
🗣 Месси – Альбе: «Ты был настоящим единомышленником на поле. Желаю, чтобы новый этап приносил тебе много успехов и радостей» 
 
🇩🇪 Райс – одна из главных целей «Баварии». Клуб готов заплатить «Вест Хэму» требуемую сумму [Флориан Плеттенберг] 
 
💰 «ПСЖ» выплатит Мбаппе 90 млн евро бонуса, если он не уйдет этим летом [RMC Sport] 
 
🐢 Мбаппе ради «Реала» придется снизить зарплату и согласиться на смену позиции – слева играет Винисиус [L’Équipe] 
 
🇸🇦 Правительство Саудовской Аравии хочет возродить противостояние Месси и Роналду и уверено, что Лео перейдет в «Аль-Хилаль». Ему предложили чуть более 300 млн евро в год [Marca]

#vkfootball"
3508,0,1684956185,"«Реал» смог добыть победу в концовке матча 👌

#vkfootball"
2707,0,1684954801,"Похожая история 😎

#vkfootball"
3213,0,1684953000,"10 лет назад «Малаге» не хватило нескольких минут, чтобы попасть в полуфинал ЛЧ 💙
 
А теперь они будут играть в третьем испанском дивизионе... 😭

#vkfootball"
2594,0,1684951202,"«Реал» перед началом матча ✊

#vkfootball"
2532,0,1684949400,"Но есть и плюсы 😁

#vkfootball"
2393,0,1684947603,"Жорди Альба выигрывал трофей каждые 25 игр за свою 11-летнюю карьеру в «Барселоне» 💙❤

#vkfootball"
2026,0,1684945990,"Рики Пуч отпраздновал гол в стиле легенд 😎

#vkfootball"
