ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
1053,1,0,61,0,-61
1054,0,0,2,0,-2
1055,0,0,6,0,-6
1056,0,0,134,0,-134
1057,1,0,0,0,0
1058,1,1,739,1438,699
1059,0,0,134,0,-134
1060,1,1,294,1274,980
1061,1,0,214,0,-214
1062,1,0,18,0,-18
1063,1,1,295,2988,2693
1064,1,1,17,1238,1221
1065,0,0,75,0,-75
1066,0,0,55,0,-55
1067,0,0,9,0,-9
1068,0,0,15,0,-15
1069,1,0,50,0,-50
1070,1,1,385,1593,1208
1071,0,0,61,0,-61
1072,1,1,291,1326,1035
1073,0,0,26,0,-26
1074,1,1,211,1516,1305
1075,1,1,235,2470,2235
1076,1,0,259,0,-259
1077,1,0,87,0,-87
1078,0,0,37,0,-37
1079,0,0,71,0,-71
1080,1,0,3,0,-3
1081,1,1,1306,1587,281
1082,0,0,43,0,-43
1083,0,0,25,0,-25
1084,1,1,766,2622,1856
1085,0,0,11,0,-11
1086,1,0,104,0,-104
1087,0,0,2,0,-2
1088,1,1,278,1441,1163
1089,1,1,414,1284,870
1090,1,0,21,0,-21
1091,0,0,46,0,-46
1092,0,0,2,0,-2
1093,0,0,36,0,-36
1094,1,1,532,1275,743
1095,1,1,250,1736,1486
1096,1,1,2044,1252,-792
1097,0,0,0,0,0
1098,0,0,47,0,-47
1099,1,0,7,0,-7
1100,0,0,4,0,-4
1101,0,0,1,0,-1
1102,0,0,20,0,-20
1103,0,0,9,0,-9
1104,1,1,138,1402,1264
1105,1,0,0,0,0
1106,1,1,754,1390,636
1107,1,1,143,1243,1100
1108,1,0,89,0,-89
1109,0,0,10,0,-10
1110,0,0,113,0,-113
1111,1,1,400,1279,879
1112,1,0,61,0,-61
1113,1,0,76,0,-76
1114,1,1,225,1253,1028
1115,1,1,920,2428,1508
1116,0,0,16,0,-16
1117,0,0,93,0,-93
1118,0,0,22,0,-22
1119,1,1,229,5065,4836
1120,1,0,155,0,-155
1121,1,0,49,0,-49
1122,1,1,163,1492,1329
1123,1,1,417,1734,1317
1124,0,0,162,0,-162
1125,0,0,152,0,-152
1126,0,0,3,0,-3
1127,1,0,81,0,-81
1128,0,0,38,0,-38
1129,0,0,17,0,-17
1130,1,0,1,0,-1
1131,1,0,58,0,-58
1132,0,0,50,0,-50
1133,1,1,315,1382,1067
1134,1,1,839,1268,429
1135,0,0,83,0,-83
1136,1,0,94,0,-94
1137,1,1,1353,2031,678
1138,1,0,78,0,-78
1139,0,0,275,0,-275
1140,1,0,16,0,-16
1141,1,0,33,0,-33
1142,0,0,66,0,-66
1143,0,0,79,0,-79
1144,1,0,19,0,-19
1145,0,0,38,0,-38
1146,1,0,45,0,-45
1147,1,1,601,1395,794
1148,0,0,17,0,-17
1149,1,1,692,1943,1251
1150,0,0,136,0,-136
1151,1,0,78,0,-78
1152,1,1,774,1537,763
1153,1,0,26,0,-26
1154,0,0,18,0,-18
1155,1,1,427,1340,913
1156,0,0,8,0,-8
1157,1,0,35,0,-35
1158,1,1,573,1307,734
1159,0,0,34,0,-34
1160,1,0,46,0,-46
1161,0,0,58,0,-58
1162,0,0,27,0,-27
1163,0,0,9,0,-9
1164,1,0,89,0,-89
1165,1,0,24,0,-24
1166,1,1,709,3449,2740
1167,1,1,141,1670,1529
1168,1,1,1612,2222,610
1169,1,1,1647,1242,-405
1170,1,1,2250,1244,-1006
1171,0,0,24,0,-24
1172,1,0,7,0,-7
1173,1,1,358,1506,1148
1174,1,1,2595,1236,-1359
1175,1,1,130,2227,2097
1176,1,0,44,0,-44
1177,0,0,77,0,-77
1178,0,0,8,0,-8
1179,1,0,14,0,-14
1180,0,0,14,0,-14
1181,1,1,51,1293,1242
1182,1,0,84,0,-84
1183,1,0,107,0,-107
1184,1,0,70,0,-70
1185,0,0,24,0,-24
1186,0,0,38,0,-38
1187,1,1,737,2064,1327
1188,1,0,45,0,-45
1189,0,0,68,0,-68
1190,1,0,77,0,-77
1191,0,0,11,0,-11
1192,0,0,125,0,-125
1193,1,1,559,2425,1866
1194,0,0,23,0,-23
1195,1,1,49,1416,1367
1196,1,1,287,1381,1094
1197,0,0,97,0,-97
1198,1,1,231,1635,1404
1199,1,0,30,0,-30
1200,1,0,141,0,-141
1201,1,1,466,1674,1208
1202,1,0,1,0,-1
1203,1,1,398,1466,1068
1204,1,1,501,1404,903
1205,1,1,1020,1806,786
1206,1,1,1359,4472,3113
1207,1,1,1051,1260,209
1208,0,0,30,0,-30
1209,0,0,22,0,-22
1210,0,0,7,0,-7
1211,1,0,118,0,-118
1212,0,0,45,0,-45
1213,1,0,5,0,-5
1214,1,1,309,1303,994
1215,1,1,180,1279,1099
1216,0,0,14,0,-14
1217,1,0,6,0,-6
1218,1,0,11,0,-11
1219,1,0,23,0,-23
1220,1,0,2,0,-2
1221,0,0,73,0,-73
1222,1,1,1720,1569,-151
1223,0,0,24,0,-24
1224,1,0,41,0,-41
1225,1,1,147,2284,2137
1226,1,1,803,1491,688
1227,1,0,60,0,-60
1228,0,0,48,0,-48
1229,0,0,46,0,-46
1230,0,0,31,0,-31
1231,0,0,50,0,-50
1232,0,0,64,0,-64
1233,0,0,37,0,-37
1234,1,1,421,1388,967
1235,1,1,224,1572,1348
1236,1,1,358,1362,1004
1237,1,1,1629,1468,-161
1238,1,0,132,0,-132
1239,1,0,151,0,-151
1240,0,0,17,0,-17
1241,0,0,235,0,-235
1242,0,0,58,0,-58
1243,0,0,70,0,-70
1244,1,1,423,1271,848
1245,1,1,1258,1275,17
1246,0,0,0,0,0
1247,1,1,203,1939,1736
1248,1,1,1574,2799,1225
1249,1,0,110,0,-110
1250,0,0,28,0,-28
1251,0,0,27,0,-27
1252,0,0,99,0,-99
1253,0,0,1,0,-1
1254,1,0,74,0,-74
1255,1,1,1056,1751,695
1256,1,0,138,0,-138
1257,0,0,33,0,-33
1258,1,1,1592,1236,-356
1259,0,0,90,0,-90
1260,0,0,6,0,-6
1261,0,0,95,0,-95
1262,0,0,18,0,-18
1263,1,1,169,1556,1387
1264,1,0,26,0,-26
1265,1,0,41,0,-41
1266,0,0,75,0,-75
1267,1,1,1146,1366,220
1268,1,1,437,1636,1199
1269,0,0,58,0,-58
1270,1,1,239,1472,1233
1271,0,0,14,0,-14
1272,1,0,24,0,-24
1273,1,0,53,0,-53
1274,1,1,158,1886,1728
1275,1,0,52,0,-52
1276,1,1,1026,1358,332
1277,0,0,41,0,-41
1278,0,0,71,0,-71
1279,1,0,26,0,-26
1280,1,1,345,1573,1228
1281,1,0,0,0,0
1282,0,0,86,0,-86
1283,1,1,927,2191,1264
1284,1,1,1308,1799,491
1285,1,0,96,0,-96
1286,0,0,29,0,-29
1287,0,0,28,0,-28
1288,0,0,28,0,-28
1289,1,0,41,0,-41
1290,1,0,24,0,-24
1291,1,0,25,0,-25
1292,0,0,114,0,-114
1293,1,0,130,0,-130
1294,0,0,42,0,-42
1295,0,0,80,0,-80
1296,0,0,33,0,-33
1297,0,0,46,0,-46
1298,1,0,48,0,-48
1299,1,1,580,4170,3590
1300,1,0,0,0,0
1301,1,0,424,0,-424
1302,1,0,30,0,-30
1303,1,1,170,1487,1317
1304,1,1,237,1415,1178
1305,1,1,36,1410,1374
1306,1,0,149,0,-149
1307,1,1,567,1337,770
1308,1,0,18,0,-18
1309,1,0,9,0,-9
1310,1,0,62,0,-62
1311,1,0,47,0,-47
1312,1,0,20,0,-20
1313,1,0,62,0,-62
1314,1,0,0,0,0
1315,1,0,34,0,-34
1316,1,1,786,1796,1010
1317,0,0,69,0,-69
1318,1,1,278,1306,1028
1319,1,0,3,0,-3
1320,1,0,74,0,-74
1321,0,0,21,0,-21
1322,0,0,19,0,-19
1323,1,1,73,1800,1727
1324,1,1,67,1949,1882
1325,1,1,616,1658,1042
1326,1,1,72,2496,2424
1327,1,0,14,0,-14
1328,1,1,168,1273,1105
1329,1,0,138,0,-138
1330,1,0,164,0,-164
1331,0,0,39,0,-39
1332,0,0,151,0,-151
1333,0,0,59,0,-59
1334,1,0,39,0,-39
1335,0,0,105,0,-105
1336,1,0,22,0,-22
1337,1,1,458,1593,1135
1338,0,0,22,0,-22
1339,0,0,35,0,-35
1340,0,0,37,0,-37
1341,1,0,15,0,-15
1342,1,1,124,2131,2007
1343,1,0,42,0,-42
1344,0,0,112,0,-112
1345,0,0,97,0,-97
1346,0,0,0,0,0
1347,0,0,8,0,-8
1348,1,1,59,1418,1359
1349,0,0,60,0,-60
1350,1,1,76,1285,1209
1351,0,0,40,0,-40
1352,1,1,2097,2257,160
1353,1,0,29,0,-29
1354,0,0,145,0,-145
1355,1,0,82,0,-82
1356,1,1,641,1571,930
1357,1,0,54,0,-54
1358,0,0,21,0,-21
1359,0,0,45,0,-45
1360,1,0,102,0,-102
1361,1,1,430,2526,2096
1362,0,0,29,0,-29
1363,0,0,17,0,-17
1364,1,0,65,0,-65
1365,0,0,92,0,-92
1366,1,0,0,0,0
1367,1,1,1160,1353,193
1368,1,1,228,3196,2968
1369,0,0,31,0,-31
1370,0,0,31,0,-31
1371,0,0,32,0,-32
1372,0,0,7,0,-7
1373,0,0,28,0,-28
1374,1,1,544,1323,779
1375,0,0,55,0,-55
1376,1,1,163,1854,1691
1377,1,1,1297,1462,165
1378,1,1,619,1297,678
1379,1,0,4,0,-4
1380,1,0,104,0,-104
1381,0,0,5,0,-5
1382,0,0,44,0,-44
1383,0,0,15,0,-15
1384,1,1,349,1714,1365
1385,1,0,17,0,-17
1386,1,1,1055,1358,303
1387,1,1,255,1833,1578
1388,1,1,584,1648,1064
1389,0,0,31,0,-31
1390,1,0,63,0,-63
1391,1,1,2155,1713,-442
1392,1,1,493,1798,1305
1393,0,0,24,0,-24
1394,1,1,410,1694,1284
1395,0,0,2,0,-2
1396,1,0,30,0,-30
1397,0,0,33,0,-33
1398,1,0,8,0,-8
1399,0,0,52,0,-52
1400,0,0,21,0,-21
1401,1,1,1298,1608,310
1402,0,0,26,0,-26
1403,1,0,109,0,-109
1404,0,0,61,0,-61
1405,1,0,7,0,-7
1406,1,1,790,1426,636
1407,1,1,107,1778,1671
1408,1,0,135,0,-135
1409,1,1,417,1274,857
1410,1,0,158,0,-158
1411,1,1,500,1967,1467
1412,1,1,589,1288,699
1413,0,0,17,0,-17
1414,0,0,86,0,-86
1415,0,0,13,0,-13
1416,0,0,0,0,0
1417,1,0,1,0,-1
1418,1,1,445,1570,1125
1419,0,0,25,0,-25
1420,0,0,45,0,-45
1421,1,0,25,0,-25
1422,0,0,3,0,-3
1423,1,1,514,1288,774
1424,1,1,168,1426,1258
1425,0,0,76,0,-76
1426,1,0,2,0,-2
1427,0,0,2,0,-2
1428,0,0,38,0,-38
1429,0,0,17,0,-17
1430,0,0,96,0,-96
1431,0,0,33,0,-33
1432,0,0,29,0,-29
1433,0,0,63,0,-63
1434,1,0,56,0,-56
1435,0,0,5,0,-5
1436,1,0,29,0,-29
1437,0,0,27,0,-27
1438,0,0,89,0,-89
1439,0,0,75,0,-75
1440,0,0,20,0,-20
1441,1,0,64,0,-64
1442,1,1,31,1255,1224
1443,0,0,22,0,-22
1444,1,0,4,0,-4
1445,0,0,32,0,-32
1446,1,1,205,2308,2103
1447,1,0,124,0,-124
1448,0,0,95,0,-95
1449,0,0,4,0,-4
1450,0,0,47,0,-47
1451,1,0,64,0,-64
1452,0,0,12,0,-12
1453,1,0,22,0,-22
1454,0,0,11,0,-11
1455,0,0,66,0,-66
1456,0,0,122,0,-122
1457,0,0,73,0,-73
1458,0,0,50,0,-50
1459,1,0,9,0,-9
1460,1,0,41,0,-41
1461,0,0,52,0,-52
1462,1,1,586,2074,1488
1463,1,1,1607,1264,-343
1464,0,0,23,0,-23
1465,0,0,39,0,-39
1466,1,0,8,0,-8
1467,1,0,15,0,-15
1468,1,1,433,1527,1094
1469,1,0,80,0,-80
1470,0,0,5,0,-5
1471,1,0,22,0,-22
1472,0,0,36,0,-36
1473,1,0,35,0,-35
1474,1,0,26,0,-26
1475,0,0,12,0,-12
1476,0,0,5,0,-5
1477,0,0,61,0,-61
1478,1,0,67,0,-67
1479,1,1,551,1269,718
1480,1,1,420,1282,862
1481,1,0,45,0,-45
1482,0,0,49,0,-49
1483,1,1,196,1846,1650
1484,1,0,80,0,-80
1485,1,0,94,0,-94
1486,0,0,115,0,-115
1487,0,0,12,0,-12
1488,0,0,86,0,-86
1489,0,0,0,0,0
1490,0,0,49,0,-49
1491,1,0,2,0,-2
1492,1,0,20,0,-20
1493,1,1,279,2407,2128
1494,1,0,0,0,0
1495,0,0,8,0,-8
1496,0,0,15,0,-15
1497,1,1,157,1302,1145
1498,1,1,445,1294,849
1499,1,1,630,1486,856
1500,0,0,22,0,-22
1501,0,0,253,0,-253
1502,1,0,13,0,-13
1503,1,1,718,1285,567
1504,1,1,228,1247,1019
1505,1,1,115,1690,1575
1506,0,0,4,0,-4
1507,0,0,18,0,-18
1508,0,0,2,0,-2
1509,1,0,14,0,-14
1510,0,0,23,0,-23
1511,1,1,677,2292,1615
1512,1,1,686,1448,762
1513,1,0,18,0,-18
1514,1,1,875,1269,394
1515,0,0,150,0,-150
1516,1,1,1189,1311,122
1517,1,1,655,2594,1939
1518,1,0,8,0,-8
1519,1,1,402,1317,915
1520,1,0,31,0,-31
1521,0,0,17,0,-17
1522,1,1,644,2049,1405
1523,1,0,18,0,-18
1524,0,0,106,0,-106
1525,1,1,152,4128,3976
1526,0,0,23,0,-23
1527,1,0,7,0,-7
1528,0,0,3,0,-3
1529,1,0,184,0,-184
1530,1,1,284,1300,1016
1531,1,0,3,0,-3
1532,0,0,55,0,-55
1533,0,0,49,0,-49
1534,1,0,2,0,-2
1535,1,1,333,1694,1361
1536,1,0,105,0,-105
1537,1,1,124,1519,1395
1538,0,0,3,0,-3
1539,1,1,364,1376,1012
1540,1,0,62,0,-62
1541,0,0,10,0,-10
1542,1,0,176,0,-176
1543,1,0,188,0,-188
1544,1,0,37,0,-37
1545,1,1,147,2111,1964
1546,1,1,1525,1320,-205
1547,0,0,44,0,-44
1548,1,1,988,1803,815
1549,1,1,149,1340,1191
1550,1,1,420,1538,1118
1551,0,0,21,0,-21
1552,0,0,58,0,-58
1553,1,1,154,1574,1420
1554,1,0,204,0,-204
1555,0,0,36,0,-36
1556,1,1,596,1392,796
1557,1,0,104,0,-104
1558,0,0,9,0,-9
1559,1,1,179,1729,1550
1560,1,0,45,0,-45
1561,1,0,36,0,-36
1562,1,0,6,0,-6
1563,1,1,852,1472,620
1564,0,0,35,0,-35
1565,1,1,48,1320,1272
1566,0,0,47,0,-47
1567,1,0,80,0,-80
1568,1,1,254,1656,1402
1569,1,1,60,3037,2977
1570,1,0,40,0,-40
1571,1,0,70,0,-70
1572,0,0,121,0,-121
1573,0,0,9,0,-9
1574,1,1,519,11141,10622
1575,1,0,21,0,-21
1576,0,0,132,0,-132
1577,1,1,21,1839,1818
1578,0,0,30,0,-30
1579,1,1,1027,1258,231
1580,0,0,52,0,-52
1581,0,0,48,0,-48
1582,0,0,96,0,-96
1583,0,0,84,0,-84
1584,0,0,116,0,-116
1585,1,0,24,0,-24
1586,1,0,111,0,-111
1587,0,0,4,0,-4
1588,1,0,31,0,-31
1589,1,1,936,1341,405
1590,1,1,633,1239,606
1591,0,0,192,0,-192
1592,1,0,0,0,0
1593,1,1,310,1420,1110
1594,0,0,8,0,-8
1595,1,0,4,0,-4
1596,1,0,24,0,-24
1597,1,0,0,0,0
1598,1,0,60,0,-60
1599,1,1,83,1238,1155
1600,1,0,63,0,-63
1601,0,0,0,0,0
1602,0,0,58,0,-58
1603,0,0,57,0,-57
1604,1,1,167,1617,1450
1605,1,0,4,0,-4
1606,1,0,28,0,-28
1607,1,1,1311,1801,490
1608,1,0,102,0,-102
1609,0,0,142,0,-142
1610,1,1,496,1441,945
1611,0,0,4,0,-4
1612,1,0,37,0,-37
1613,0,0,116,0,-116
1614,1,0,127,0,-127
1615,1,0,95,0,-95
1616,0,0,41,0,-41
1617,0,0,2,0,-2
1618,1,1,485,1439,954
1619,0,0,3,0,-3
1620,0,0,62,0,-62
1621,1,1,430,1758,1328
1622,1,0,35,0,-35
1623,0,0,75,0,-75
1624,1,0,8,0,-8
1625,0,0,9,0,-9
1626,0,0,16,0,-16
1627,0,0,12,0,-12
1628,0,0,129,0,-129
1629,1,0,7,0,-7
1630,1,1,346,1531,1185
1631,0,0,30,0,-30
1632,0,0,54,0,-54
1633,1,1,341,1254,913
1634,1,0,6,0,-6
1635,0,0,50,0,-50
1636,1,1,356,1295,939
1637,0,0,2,0,-2
1638,1,1,462,1322,860
1639,0,0,13,0,-13
1640,0,0,93,0,-93
1641,0,0,79,0,-79
1642,1,0,56,0,-56
1643,1,1,400,1948,1548
1644,0,0,45,0,-45
1645,1,0,15,0,-15
1646,1,1,191,1449,1258
1647,0,0,7,0,-7
1648,1,0,40,0,-40
1649,1,0,5,0,-5
1650,1,0,165,0,-165
1651,0,0,98,0,-98
1652,1,1,129,1418,1289
1653,1,1,296,1789,1493
1654,1,0,37,0,-37
1655,0,0,65,0,-65
1656,0,0,48,0,-48
1657,1,0,10,0,-10
1658,0,0,9,0,-9
1659,0,0,35,0,-35
1660,1,0,8,0,-8
1661,0,0,27,0,-27
1662,1,0,8,0,-8
1663,1,1,205,1385,1180
1664,0,0,18,0,-18
1665,1,0,15,0,-15
1666,1,1,814,1877,1063
1667,1,0,1,0,-1
1668,0,0,24,0,-24
1669,1,0,130,0,-130
1670,0,0,17,0,-17
1671,0,0,8,0,-8
1672,1,1,108,2085,1977
1673,0,0,2,0,-2
1674,0,0,53,0,-53
1675,1,0,100,0,-100
1676,1,0,50,0,-50
1677,0,0,45,0,-45
1678,1,1,1759,1261,-498
1679,1,0,180,0,-180
1680,1,0,14,0,-14
1681,1,0,2,0,-2
1682,0,0,5,0,-5
1683,1,1,908,1436,528
1684,0,0,62,0,-62
1685,1,1,83,1407,1324
1686,0,0,16,0,-16
1687,1,0,85,0,-85
1688,1,0,19,0,-19
1689,1,1,810,1411,601
1690,1,1,156,1599,1443
1691,0,0,12,0,-12
1692,1,1,140,1957,1817
1693,1,0,12,0,-12
1694,1,0,7,0,-7
1695,1,1,694,1557,863
1696,0,0,115,0,-115
1697,0,0,25,0,-25
1698,0,0,11,0,-11
1699,0,0,49,0,-49
1700,1,0,126,0,-126
1701,0,0,52,0,-52
1702,0,0,84,0,-84
1703,0,0,77,0,-77
1704,1,1,252,1273,1021
1705,0,0,18,0,-18
1706,1,0,0,0,0
1707,0,0,4,0,-4
1708,1,1,270,1274,1004
1709,1,0,29,0,-29
1710,1,1,479,1442,963
1711,0,0,234,0,-234
1712,0,0,0,0,0
1713,1,1,1115,1437,322
1714,1,1,153,1262,1109
1715,0,0,97,0,-97
1716,1,0,10,0,-10
1717,1,0,50,0,-50
1718,0,0,35,0,-35
1719,0,0,11,0,-11
1720,1,1,140,1366,1226
1721,0,0,20,0,-20
1722,0,0,3,0,-3
1723,0,0,3,0,-3
1724,1,0,16,0,-16
1725,1,1,171,1959,1788
1726,1,1,262,1350,1088
1727,1,0,85,0,-85
1728,0,0,54,0,-54
1729,1,0,87,0,-87
1730,1,0,192,0,-192
1731,0,0,50,0,-50
1732,1,1,1075,1945,870
1733,1,0,18,0,-18
1734,0,0,50,0,-50
1735,0,0,24,0,-24
1736,1,0,11,0,-11
1737,0,0,4,0,-4
1738,1,1,894,1239,345
1739,1,1,1755,1250,-505
1740,1,0,19,0,-19
1741,1,0,12,0,-12
1742,0,0,46,0,-46
1743,0,0,64,0,-64
1744,1,0,34,0,-34
1745,1,0,33,0,-33
1746,1,1,569,1380,811
1747,0,0,26,0,-26
1748,1,0,12,0,-12
1749,0,0,107,0,-107
1750,1,0,52,0,-52
1751,0,0,14,0,-14
1752,0,0,15,0,-15
1753,1,1,356,1351,995
1754,0,0,4,0,-4
1755,1,1,206,1236,1030
1756,0,0,29,0,-29
1757,1,1,817,2531,1714
1758,0,0,75,0,-75
1759,1,0,4,0,-4
1760,1,0,50,0,-50
1761,1,0,41,0,-41
1762,1,1,111,1430,1319
1763,0,0,18,0,-18
1764,1,1,142,1680,1538
1765,1,1,103,2335,2232
1766,1,0,7,0,-7
1767,0,0,4,0,-4
1768,0,0,95,0,-95
1769,1,0,55,0,-55
1770,1,1,359,1461,1102
1771,1,1,1201,1650,449
1772,0,0,101,0,-101
1773,0,0,168,0,-168
1774,0,0,31,0,-31
1775,1,0,66,0,-66
1776,0,0,16,0,-16
1777,0,0,38,0,-38
1778,1,0,24,0,-24
1779,1,0,0,0,0
1780,0,0,147,0,-147
1781,1,1,756,1345,589
1782,0,0,85,0,-85
1783,0,0,39,0,-39
1784,1,1,496,1420,924
1785,0,0,193,0,-193
1786,1,0,39,0,-39
1787,1,1,877,1263,386
1788,1,0,157,0,-157
1789,1,1,859,1466,607
1790,0,0,30,0,-30
1791,0,0,84,0,-84
1792,0,0,2,0,-2
1793,0,0,7,0,-7
1794,0,0,21,0,-21
1795,0,0,96,0,-96
1796,1,0,166,0,-166
1797,1,0,93,0,-93
1798,0,0,220,0,-220
1799,0,0,40,0,-40
1800,1,0,69,0,-69
1801,0,0,39,0,-39
1802,1,0,37,0,-37
1803,0,0,11,0,-11
1804,0,0,29,0,-29
1805,0,0,81,0,-81
1806,1,1,65,1636,1571
1807,0,0,10,0,-10
1808,0,0,49,0,-49
1809,0,0,4,0,-4
1810,1,1,219,1799,1580
1811,1,1,113,1987,1874
1812,1,0,16,0,-16
1813,1,0,36,0,-36
1814,1,1,189,1256,1067
1815,1,1,315,2277,1962
1816,0,0,29,0,-29
1817,1,1,856,1587,731
1818,1,1,128,1244,1116
1819,1,0,58,0,-58
1820,1,1,12,2765,2753
1821,0,0,14,0,-14
1822,1,0,23,0,-23
1823,0,0,13,0,-13
1824,1,0,11,0,-11
1825,1,0,46,0,-46
1826,1,0,42,0,-42
1827,1,0,1,0,-1
1828,0,0,21,0,-21
1829,0,0,14,0,-14
1830,1,0,68,0,-68
1831,1,0,11,0,-11
1832,1,1,558,1565,1007
1833,1,1,523,1354,831
1834,1,0,15,0,-15
1835,1,0,13,0,-13
1836,1,1,281,1483,1202
1837,1,0,29,0,-29
1838,0,0,83,0,-83
1839,0,0,30,0,-30
1840,1,1,424,1424,1000
1841,1,0,7,0,-7
1842,0,0,79,0,-79
1843,0,0,9,0,-9
1844,0,0,8,0,-8
1845,1,1,589,1322,733
1846,0,0,21,0,-21
1847,1,0,18,0,-18
1848,1,1,656,2155,1499
1849,1,0,156,0,-156
1850,1,1,1429,1872,443
1851,1,0,10,0,-10
1852,1,1,1256,1294,38
1853,0,0,12,0,-12
1854,1,1,503,1553,1050
1855,1,1,289,1399,1110
1856,1,0,42,0,-42
1857,0,0,55,0,-55
1858,0,0,15,0,-15
1859,1,0,31,0,-31
1860,1,0,2,0,-2
1861,0,0,30,0,-30
1862,1,1,111,1659,1548
1863,1,1,327,3233,2906
1864,1,0,3,0,-3
1865,0,0,22,0,-22
1866,0,0,74,0,-74
1867,1,0,161,0,-161
1868,1,1,333,1481,1148
1869,0,0,48,0,-48
1870,0,0,4,0,-4
1871,0,0,72,0,-72
1872,0,0,42,0,-42
1873,0,0,75,0,-75
1874,0,0,118,0,-118
1875,1,0,1,0,-1
1876,0,0,32,0,-32
1877,0,0,19,0,-19
1878,1,1,778,1402,624
1879,1,0,126,0,-126
1880,0,0,23,0,-23
1881,0,0,2,0,-2
1882,0,0,7,0,-7
1883,1,1,973,1511,538
1884,0,0,26,0,-26
1885,0,0,14,0,-14
1886,0,0,54,0,-54
1887,0,0,23,0,-23
1888,1,0,95,0,-95
1889,0,0,29,0,-29
1890,1,1,465,1750,1285
1891,1,0,32,0,-32
1892,1,1,210,1663,1453
1893,1,0,39,0,-39
1894,1,1,418,1349,931
1895,1,0,17,0,-17
1896,0,0,80,0,-80
1897,1,1,370,2171,1801
1898,1,1,1789,1316,-473
1899,1,0,28,0,-28
1900,0,0,21,0,-21
1901,1,1,50,1295,1245
1902,1,1,241,1276,1035
1903,1,0,83,0,-83
1904,1,0,25,0,-25
1905,1,0,15,0,-15
1906,0,0,182,0,-182
1907,1,0,18,0,-18
1908,1,1,254,3158,2904
1909,1,0,20,0,-20
1910,1,1,494,1368,874
1911,1,0,75,0,-75
1912,1,1,2491,1389,-1102
1913,0,0,122,0,-122
1914,1,1,174,1780,1606
1915,1,1,247,1425,1178
1916,1,1,451,1874,1423
1917,0,0,29,0,-29
1918,0,0,1,0,-1
1919,0,0,41,0,-41
1920,1,0,5,0,-5
1921,0,0,19,0,-19
1922,0,0,19,0,-19
1923,1,1,61,1448,1387
1924,1,1,117,1307,1190
1925,1,1,202,2023,1821
1926,1,0,222,0,-222
1927,0,0,21,0,-21
1928,0,0,15,0,-15
1929,1,0,127,0,-127
1930,1,0,54,0,-54
1931,0,0,9,0,-9
1932,1,0,78,0,-78
1933,1,1,862,1754,892
1934,1,0,99,0,-99
1935,0,0,8,0,-8
1936,0,0,6,0,-6
1937,1,1,974,1257,283
1938,0,0,25,0,-25
1939,1,0,31,0,-31
1940,0,0,68,0,-68
1941,1,1,447,1569,1122
1942,1,0,39,0,-39
1943,1,0,11,0,-11
1944,1,0,148,0,-148
1945,0,0,14,0,-14
1946,1,1,692,1458,766
1947,0,0,137,0,-137
1948,0,0,3,0,-3
1949,0,0,23,0,-23
1950,1,0,192,0,-192
1951,1,0,180,0,-180
1952,1,0,87,0,-87
1953,1,1,449,2644,2195
1954,1,0,46,0,-46
1955,1,1,386,1793,1407
1956,1,0,58,0,-58
1957,0,0,29,0,-29
1958,0,0,38,0,-38
1959,1,1,645,1239,594
1960,1,1,63,1421,1358
1961,1,1,321,1699,1378
1962,1,0,41,0,-41
1963,1,1,1958,1692,-266
1964,1,1,146,1464,1318
1965,1,1,691,1376,685
1966,1,0,181,0,-181
1967,0,0,15,0,-15
1968,1,0,68,0,-68
1969,1,0,16,0,-16
1970,0,0,65,0,-65
1971,1,0,42,0,-42
1972,1,0,12,0,-12
1973,1,1,94,1438,1344
1974,1,1,547,1539,992
1975,0,0,82,0,-82
1976,0,0,3,0,-3
1977,1,0,13,0,-13
1978,1,1,484,2050,1566
1979,0,0,51,0,-51
1980,1,0,36,0,-36
1981,1,1,1984,1787,-197
1982,1,0,55,0,-55
1983,1,1,820,1255,435
1984,1,0,56,0,-56
1985,1,0,46,0,-46
1986,1,1,813,1566,753
1987,1,0,67,0,-67
1988,0,0,180,0,-180
1989,1,1,202,2291,2089
1990,1,0,8,0,-8
1991,1,1,301,1645,1344
1992,1,0,41,0,-41
1993,0,0,68,0,-68
1994,0,0,61,0,-61
1995,1,1,320,1330,1010
1996,0,0,102,0,-102
1997,1,0,16,0,-16
1998,1,0,11,0,-11
1999,1,0,22,0,-22
2000,1,0,26,0,-26
2001,1,0,3,0,-3
2002,1,1,574,1687,1113
2003,0,0,26,0,-26
2004,1,1,431,1272,841
2005,1,0,15,0,-15
2006,1,0,8,0,-8
2007,1,1,186,1540,1354
2008,0,0,2,0,-2
2009,1,1,263,1586,1323
2010,0,0,15,0,-15
2011,1,1,76,4218,4142
2012,1,0,173,0,-173
2013,1,1,652,1767,1115
2014,0,0,93,0,-93
2015,0,0,57,0,-57
2016,1,0,49,0,-49
2017,0,0,11,0,-11
2018,1,0,8,0,-8
2019,1,0,177,0,-177
2020,1,1,157,2109,1952
2021,0,0,16,0,-16
2022,0,0,7,0,-7
2023,1,1,943,1324,381
2024,0,0,39,0,-39
2025,0,0,108,0,-108
2026,1,0,118,0,-118
2027,1,1,938,1432,494
2028,1,0,70,0,-70
2029,1,1,1034,1442,408
2030,1,1,276,1244,968
2031,0,0,240,0,-240
2032,1,0,149,0,-149
2033,0,0,0,0,0
2034,0,0,30,0,-30
